id,group_concat(Wdkon_Zones.name),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Z0407,Z0408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Z0411,Z0412,Z0413,Z0414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Z1892,Z1893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Z1662,Z1668,Z1674,Z1891,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Z1666,Z1677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Z0429,Z0430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Z1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Z1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Z0208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Z1079,Z1208,Z1359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Z0222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Z1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Z0215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Z0246,Z0247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Z0070,Z0919,Z1450,Z1451,Z1577,Z1607,Z1614,,,,,,,,,,,,,,,,,,,,,,,,,
551,Z0069,Z1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Z0148,Z0297,Z0299,Z1151,Z1439,Z1440,,,,,,,,,,,,,,,,,,,,,,,,,,
562,Z0332,Z0333,Z1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,Z0334,Z0335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Z0028,Z0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Z0350,Z0351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Z0356,Z1236,Z1772,Z1773,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Z0281,Z1580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Z0282,Z1416,Z1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Z0278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,Z0271,Z0272,Z0273,Z0274,Z0275,Z0276,Z0277,,,,,,,,,,,,,,,,,,,,,,,,,
590,Z0248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Z1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Z0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Z0063,Z0249,Z1069,Z1697,Z1698,Z1699,Z1700,Z1974,Z1975,,,,,,,,,,,,,,,,,,,,,,,
598,Z1082,Z1083,Z1085,Z1203,Z1973,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Z0086,Z0349,Z0515,Z1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Z0066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Z0194,Z1145,Z1147,Z1149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Z1446,Z1543,Z1545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Z0064,Z1081,Z1084,Z1150,Z1976,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Z0065,Z1544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Z1146,Z1148,Z1445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Z0337,Z0688,Z1748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Z0279,Z0280,Z1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Z0317,Z0318,Z0319,Z0320,Z0321,Z0322,Z0323,Z1415,Z1754,,,,,,,,,,,,,,,,,,,,,,,
622,Z1186,Z1187,Z1188,Z1774,Z1775,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Z0298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Z1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Z1073,Z1173,Z1181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Z0034,Z0035,Z0352,Z0353,Z1237,Z1238,Z1239,Z1241,Z1980,,,,,,,,,,,,,,,,,,,,,,,
629,Z0237,Z0238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Z0077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Z0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Z0739,Z0793,Z0798,Z0799,Z0800,Z1787,Z1788,Z1789,,,,,,,,,,,,,,,,,,,,,,,,
656,Z0929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Z0930,Z0933,Z0934,Z0936,Z0942,Z0944,Z0948,Z0951,Z0952,Z0953,Z0975,Z0976,Z0977,Z0982,Z0985,Z0990,Z0993,Z0995,Z0996,Z1762,Z1823,Z1824,,,,,,,,,,
658,Z0915,Z0921,Z0925,Z0926,Z0927,Z0928,Z1761,,,,,,,,,,,,,,,,,,,,,,,,,
660,Z1407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Z1091,Z1102,Z1123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Z0788,Z0789,Z0818,Z0819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Z1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Z1089,Z1108,Z1130,Z1132,Z1776,Z1778,,,,,,,,,,,,,,,,,,,,,,,,,,
668,Z0790,Z0795,Z0796,Z0801,Z0802,Z0803,Z0804,Z0805,Z0806,Z0807,Z0808,Z0809,Z0810,Z0820,,,,,,,,,,,,,,,,,,
669,Z1087,Z1100,Z1111,Z1114,Z1121,Z1131,Z1608,,,,,,,,,,,,,,,,,,,,,,,,,
670,Z0644,Z0923,Z0924,Z0972,Z0973,Z0983,Z0987,Z0992,Z0997,Z1036,Z1040,Z1058,Z1061,Z1656,Z1696,Z1714,Z1971,,,,,,,,,,,,,,,
681,Z0794,Z0814,Z0815,Z0816,Z0817,Z1728,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Z0019,Z0127,Z0645,Z1319,Z1321,Z1322,Z1725,,,,,,,,,,,,,,,,,,,,,,,,,
691,Z0646,Z0647,Z0648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Z1351,Z1352,Z1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,Z1383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,Z1017,Z1027,Z1028,Z1048,Z1129,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,Z1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Z1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,Z1074,Z1175,Z1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,Z1586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,Z0288,Z0289,Z0290,Z1747,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,Z0304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,Z0291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,Z0303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,Z0131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,Z1191,Z1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,Z0090,Z0119,Z0196,Z1171,Z1197,Z1198,Z1766,Z1768,,,,,,,,,,,,,,,,,,,,,,,,
758,Z0336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,Z0120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,Z0132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,Z0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,Z0135,Z1162,Z1755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,Z0283,Z0284,Z0285,Z0286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,Z0287,Z1582,Z1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,Z0026,Z0292,Z0293,Z1583,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,Z0338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,Z0134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,Z0305,Z0306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,Z0061,Z0062,Z1615,Z1756,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,Z0357,Z0358,Z1850,Z1851,Z1852,Z1853,Z1855,Z1856,,,,,,,,,,,,,,,,,,,,,,,,
803,Z0344,Z1601,Z1602,Z1981,Z1983,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,Z0324,Z0325,Z0326,Z0327,Z0328,Z0329,Z0330,Z0331,Z1616,Z1617,Z1618,Z1619,,,,,,,,,,,,,,,,,,,,
806,Z0195,Z1174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,Z1152,Z1156,Z1158,Z1159,Z1160,Z1165,Z1168,Z1169,Z1170,Z1693,Z1694,,,,,,,,,,,,,,,,,,,,,
808,Z0854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,Z0191,Z0192,Z0193,Z1153,Z1154,Z1157,Z1161,Z1163,Z1164,Z1167,Z1763,Z1764,,,,,,,,,,,,,,,,,,,,
817,Z1242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,Z0209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,Z0687,Z0691,Z0692,Z0693,Z0696,Z0700,Z0701,Z0702,Z0703,Z0722,Z0723,Z0725,Z0726,Z0727,Z1414,Z1561,Z1562,Z1606,Z1622,Z1623,Z1624,Z1625,Z1626,,,,,,,,,
842,Z0359,Z0360,Z0361,Z0362,Z0363,Z0364,Z0365,Z0366,,,,,,,,,,,,,,,,,,,,,,,,
843,Z1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,Z0300,Z0301,Z0302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,Z0254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,Z0257,Z0258,Z0259,Z0260,Z1588,Z1651,Z1652,,,,,,,,,,,,,,,,,,,,,,,,,
854,Z0341,Z0342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,Z0339,Z0340,Z1597,Z1598,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,Z1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,Z1695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,Z1076,Z1119,Z1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,Z1112,Z1135,Z1136,Z1139,Z1568,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,Z0676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,Z0719,Z0728,Z0729,Z0730,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,Z0253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,Z0732,Z0733,Z0734,Z0736,Z0737,Z1563,Z1564,Z1599,,,,,,,,,,,,,,,,,,,,,,,,
865,Z1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,Z1403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,Z0089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,Z0133,Z0197,Z0198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,Z0121,Z0122,Z0125,Z0126,Z0143,Z1649,,,,,,,,,,,,,,,,,,,,,,,,,,
886,Z0680,Z0681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,Z0251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,Z0252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,Z0677,Z0678,Z0679,Z1527,Z1528,Z1529,Z1530,Z1531,Z1535,Z1687,Z1765,,,,,,,,,,,,,,,,,,,,,
891,Z1166,Z1182,Z1192,Z1194,Z1201,Z1202,Z1691,Z1767,,,,,,,,,,,,,,,,,,,,,,,,
893,Z0216,Z1452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,Z0296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,Z0256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,Z0312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,Z0255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,Z0144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,Z0307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,Z1603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,Z1140,Z1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,Z1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,Z0611,Z1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,Z0367,Z0368,Z1854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,Z0189,Z1070,Z1354,Z1759,Z1760,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,Z0665,Z0998,Z0999,Z1000,Z1012,Z1014,Z1019,Z1025,Z1029,Z1033,Z1038,Z1041,Z1056,Z1064,Z1646,,,,,,,,,,,,,,,,,
933,Z1051,Z1059,Z1060,Z1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Z1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,Z0689,Z0690,Z0694,Z0695,Z0697,Z0698,Z0699,Z0704,Z0705,Z0706,Z0707,Z0708,Z0709,Z0710,Z0711,Z0712,Z0713,Z0714,Z0715,Z0716,Z0717,Z0718,Z1605,Z1784,,,,,,,,
946,Z0650,Z1109,Z1115,Z1118,Z1124,Z1609,Z1610,,,,,,,,,,,,,,,,,,,,,,,,,
948,Z0205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Z1546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,Z0147,Z1648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Z0720,Z0721,Z0724,Z1565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Z0610,Z1184,Z1193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Z0146,Z1178,Z1183,Z1196,Z1769,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Z0672,Z0673,Z0674,Z0675,Z1353,Z1594,Z1595,Z1596,,,,,,,,,,,,,,,,,,,,,,,,
961,Z1072,Z1090,Z1133,Z1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,Z1185,Z1190,Z1771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Z0145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Z1783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,Z0027,Z1101,Z1122,Z1757,Z1947,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,Z0910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,Z1744,Z1790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,Z0669,Z0911,Z0913,Z0918,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Z1782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Z0030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,Z0612,Z1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,Z0080,Z1097,Z1453,Z1560,Z1634,Z1635,Z1636,Z1638,Z1639,,,,,,,,,,,,,,,,,,,,,,,
986,Z1127,Z1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,Z1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,Z1015,Z1016,Z1022,Z1031,Z1043,Z1045,Z1049,Z1055,Z1057,Z1653,Z1654,,,,,,,,,,,,,,,,,,,,,
1004,Z1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,Z0909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,Z0731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,Z0867,Z0868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,Z0922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,Z0670,Z1591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,Z1095,Z1758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,Z1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,Z1189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,Z1176,Z1770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,Z0314,Z0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,Z0031,Z0263,Z0264,Z0866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,Z1007,Z1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,Z1003,Z1004,Z1008,Z1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,Z1006,Z1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,Z0265,Z0266,Z0267,Z0268,Z0269,Z0270,Z1600,Z1604,,,,,,,,,,,,,,,,,,,,,,,,
1050,Z0313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,Z1099,Z1589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,Z0261,Z0262,Z1587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,Z0308,Z0309,Z0310,Z0311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Z1005,Z1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,Z0671,Z1620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,Z1092,Z1592,Z1593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Z0190,Z1532,Z1533,Z1534,Z1536,Z1537,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,Z1104,Z1105,Z1590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,Z1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
