InputID,MEAN,STDDEV,MIN,MAX
Z0096,334.81612,98.98693,59.27117,517.04217
Z0097,334.65685,95.95738,58.07836,517.20442
Z0098,325.65365,99.00818,24.46989,491.66109
Z0099,298.35673,98.37834,55.98138,490.54152
Z0100,309.01093,99.24982,55.98138,486.52744
Z0101,295.94893,104.43018,41.59856,481.52362
Z0102,334.50995,91.97822,38.97195,508.66450
Z0103,309.08125,103.74494,92.11677,521.54188
Z0104,313.94656,119.01829,46.95315,536.21595
Z0105,291.80922,103.67400,50.44305,500.67875
Z0106,306.89788,116.65799,23.21974,520.02169
Z0107,302.02007,119.46683,23.21974,529.58763
Z0108,310.04208,121.03044,32.62507,534.52303
Z0109,297.75327,120.56813,39.76238,535.32495
Z0110,287.08882,114.23100,44.00167,510.26421
Z0111,280.08793,106.36863,50.44305,508.46257
Z0112,286.80910,102.00396,59.16398,486.24968
Z0113,276.51475,98.89118,47.66343,486.61145
Z0114,270.34823,99.69538,30.89447,474.81396
Z0115,268.87024,104.98567,26.99837,491.47922
Z0116,266.07203,106.26064,23.61395,487.09734
Z0117,269.66328,111.84598,29.56808,487.00601
Z0118,290.46602,123.25874,45.61205,521.48149
Z0119,275.46593,105.81645,28.37199,501.59514
Z0120,270.02981,96.28164,49.92361,465.41278
Z0121,301.48232,118.13257,50.27595,513.07785
Z0122,284.15770,119.26997,51.70813,507.62988
Z0123,335.68734,104.80860,55.27376,533.01876
Z0124,278.62704,104.72671,26.22642,464.59051
Z0125,307.80855,117.73512,50.27595,537.96472
Z0126,339.01186,124.33610,8.86261,584.72126
Z0127,401.52785,168.28807,37.39963,696.73628
Z0128,388.57300,152.17936,46.92727,696.94937
Z0129,409.09162,156.91623,12.67325,713.96896
Z0130,414.70155,157.49182,12.67325,726.18589
Z0131,386.85406,134.89604,64.50616,638.40786
Z0132,305.31038,114.46208,62.46260,524.22921
Z0133,286.35585,112.70142,24.27553,514.63434
Z0134,255.86992,104.44417,47.49788,479.34871
Z0135,276.00767,95.16972,5.44572,495.04461
Z0136,322.74970,106.95443,72.98725,552.07443
Z0137,341.91475,116.08780,74.06368,593.55880
Z0138,362.44624,119.89975,54.97903,607.13736
Z0139,379.33821,124.63724,54.97903,627.72109
Z0140,328.16938,124.42467,72.28124,552.47776
Z0141,377.81714,183.07023,27.40260,686.57353
Z0142,374.67142,177.31864,45.29339,668.38995
Z0143,335.16688,123.47397,8.86261,579.74380
Z0144,414.88230,137.98878,101.89655,670.02150
Z0145,376.20881,126.89255,74.77452,615.10665
Z0146,292.78725,119.62558,26.62132,523.28529
Z0147,269.42776,108.09038,48.96509,511.09523
Z0148,275.93178,101.20672,30.41443,503.60010
Z0149,207.66213,81.40803,28.75325,390.46264
Z0150,202.93448,80.41578,21.51458,361.20455
Z0151,245.89713,116.35263,10.03572,493.20473
Z0152,228.21249,102.70755,13.69701,470.06898
Z0153,210.96964,86.59101,38.08389,429.15227
Z0154,205.12195,80.74680,33.26655,397.31674
Z0155,213.36417,90.40083,39.76493,441.57225
Z0156,216.08451,91.93024,26.21544,448.76919
Z0157,223.18742,97.08798,34.87130,473.17859
Z0158,231.31386,100.40154,34.87130,487.62338
Z0159,234.71251,93.15186,26.08343,460.81985
Z0160,223.99456,93.17877,25.90921,456.50595
Z0161,219.92633,87.15414,22.23719,408.22503
Z0162,341.16625,112.61131,40.40692,559.29014
Z0163,341.19641,125.09197,40.40692,561.58750
Z0164,341.03108,121.74380,45.51794,566.03655
Z0165,346.52445,130.06755,41.94790,577.12293
Z0166,548.48328,208.31767,80.91615,911.48382
Z0167,573.91642,223.26592,42.17150,947.03775
Z0168,592.16046,226.55768,44.83656,966.41512
Z0169,599.90686,231.94761,42.17150,972.09916
Z0170,663.95269,258.16168,32.05078,1059.76816
Z0171,665.19459,261.50173,31.79716,1058.58588
Z0172,740.28600,277.69602,31.70663,1204.72797
Z0173,609.38370,238.50957,45.50263,991.66927
Z0174,622.86122,245.00200,54.09625,995.74433
Z0175,757.32819,279.43712,31.70663,1218.93268
Z0176,795.75547,283.67435,44.76116,1260.18914
Z0177,510.54287,207.86282,29.05185,876.10507
Z0178,476.38745,205.89546,8.46099,845.35574
Z0179,481.92571,205.10440,17.93109,852.10013
Z0180,473.45824,203.53088,8.46099,837.79497
Z0181,463.20533,186.26266,5.46547,827.49309
Z0182,425.41984,186.71095,46.40140,783.82502
Z0183,439.63163,188.55795,54.73493,802.68292
Z0184,447.05462,198.89878,46.40140,790.41034
Z0185,504.57216,198.29587,58.80393,849.26824
Z0186,427.67743,169.30117,12.27574,761.62006
Z0187,425.45057,165.14203,12.27574,750.50627
Z0188,396.28494,174.63692,60.51883,750.96095
Z0189,260.99747,91.02890,7.24335,468.97795
Z0190,250.74579,105.69837,9.47403,465.85831
Z0191,253.11939,112.79370,22.26671,480.05620
Z0192,252.19434,113.60218,22.26671,472.69590
Z0193,258.60154,105.08905,11.70713,489.25065
Z0194,258.26253,95.88433,30.24704,472.18024
Z0195,283.14465,100.19546,39.09194,466.25151
Z0196,262.18879,100.76427,22.59141,465.16776
Z0197,272.92644,109.86896,19.92659,502.37916
Z0198,278.63758,110.80423,19.92659,508.13456
Z0199,344.76160,105.19418,58.87990,545.62636
Z0200,331.65684,116.68313,45.85534,528.81491
Z0201,324.96315,117.72284,16.25606,519.47980
Z0202,339.03373,112.64962,42.25085,526.15418
Z0203,340.33475,108.76249,42.25085,536.22542
Z0204,346.73681,107.77383,62.66222,570.99738
Z0205,264.43928,89.90971,47.76725,457.95884
Z0206,433.51567,180.42686,32.02443,778.46335
Z0207,447.14907,149.68154,81.67290,742.19445
Z0208,474.47099,210.80768,56.32203,845.27523
Z0209,422.02212,114.08601,153.69048,672.36223
Z0210,503.42217,190.91230,26.15424,834.41650
Z0211,515.61856,198.83554,26.15424,860.33474
Z0212,521.12364,199.13700,29.71310,863.74046
Z0213,521.59084,193.74111,97.27455,880.92216
Z0214,528.52221,199.75162,53.21418,876.34436
Z0215,412.32799,143.53206,66.48647,710.29702
Z0216,384.35786,127.43878,58.52260,620.31502
Z0217,451.18234,206.58035,23.84615,816.46109
Z0218,437.14864,200.51675,46.48307,810.35145
Z0219,462.86224,210.75702,22.95779,845.01451
Z0220,508.67000,216.80425,47.87911,881.13148
Z0221,517.13809,221.78721,38.35130,891.03415
Z0222,497.10807,218.38911,8.56538,884.25486
Z0223,464.73863,205.75258,18.21529,832.79503
Z0224,466.18926,201.69828,18.82405,833.71132
Z0225,452.70567,202.06104,16.69127,813.38642
Z0226,460.96471,197.63768,18.82405,825.96433
Z0227,437.40096,191.53932,24.27543,789.52862
Z0228,446.99607,198.43595,18.53367,804.79548
Z0229,411.93983,183.72770,49.10547,744.36674
Z0230,438.44869,200.51613,26.41453,792.62882
Z0231,444.92084,203.31983,18.63819,825.15840
Z0232,451.28568,204.00686,18.63819,835.95947
Z0233,444.66706,202.69093,20.02020,822.92725
Z0234,391.11638,177.73514,0.59166,748.06875
Z0235,391.37546,177.90160,0.59166,748.59139
Z0236,415.68669,192.65053,17.86410,772.91611
Z0237,345.31877,141.50379,50.00060,649.17991
Z0238,355.96324,151.38824,49.03140,673.41697
Z0239,371.93924,158.71016,24.63529,703.05077
Z0240,369.89800,159.46394,24.63529,699.00541
Z0241,406.96378,187.55159,17.86410,760.06001
Z0242,466.07472,132.98573,88.53114,711.73743
Z0243,357.25245,123.16377,15.02248,605.34058
Z0244,352.58993,121.19706,15.02248,598.02027
Z0245,350.95562,117.49106,38.48142,587.91487
Z0246,364.42219,136.04689,11.36890,631.33820
Z0247,366.41556,137.93938,11.36890,642.22683
Z0248,360.51491,145.77614,70.77731,660.13338
Z0249,260.19130,90.37814,37.34903,435.77540
Z0250,308.63055,96.15283,45.87866,516.71771
Z0251,267.62308,112.73684,36.30569,493.18190
Z0252,318.07549,114.14749,57.55931,521.26851
Z0253,356.98163,134.62372,54.22322,579.19783
Z0254,336.65025,124.75078,49.69072,547.29085
Z0255,324.73313,114.90260,58.46518,516.91522
Z0256,290.14626,93.99126,65.24112,475.39941
Z0257,306.38581,117.62546,22.85773,518.46917
Z0258,328.28255,128.87651,6.80394,545.31433
Z0259,322.01423,128.39518,20.65480,540.66701
Z0260,316.14001,125.45285,19.96417,525.64616
Z0261,285.48882,100.76746,18.91306,468.38541
Z0262,278.15829,97.73611,29.79942,473.90795
Z0263,280.41230,104.01518,49.16441,481.00261
Z0264,266.30443,97.52243,26.88921,461.11761
Z0265,306.31552,121.75355,34.26479,526.04935
Z0266,294.05421,113.90685,31.52752,493.94136
Z0267,301.35847,119.59654,30.76011,511.29286
Z0268,295.89901,114.51445,30.76011,497.82824
Z0269,309.96021,123.81520,28.98976,535.57718
Z0270,319.55861,129.79945,21.23367,537.86849
Z0271,337.59510,127.55396,12.62823,578.42724
Z0272,342.62882,128.92660,16.34910,590.68847
Z0273,346.45548,130.06940,16.34910,594.27840
Z0274,335.46197,127.22974,19.71755,563.85701
Z0275,340.40565,128.89318,11.34797,589.87669
Z0276,337.26486,128.20020,12.62823,587.07086
Z0277,342.46930,129.06065,11.34797,583.00277
Z0278,345.43555,140.10339,47.09331,622.59508
Z0279,333.96043,135.48218,17.38845,594.18361
Z0280,335.87886,135.67459,17.38845,597.84886
Z0281,342.44717,143.73179,15.60178,638.36752
Z0282,328.22611,135.21862,44.69818,589.89906
Z0283,324.78958,131.36031,17.49231,549.29320
Z0284,320.54678,131.14817,25.42945,542.93308
Z0285,319.97890,130.85256,25.42945,537.40948
Z0286,324.21338,132.57483,17.49231,554.94963
Z0287,321.70681,127.59055,32.27688,519.34481
Z0288,324.67356,124.17657,7.47815,526.34877
Z0289,326.87352,125.38075,16.34632,540.52871
Z0290,323.72212,123.53868,7.47815,525.51494
Z0291,313.28042,126.28927,64.04445,519.36282
Z0292,303.45037,111.10406,21.84005,509.09256
Z0293,300.84240,105.68275,25.19169,500.51684
Z0294,334.23744,143.95600,37.69298,604.04701
Z0295,326.72429,122.69145,42.75089,581.51165
Z0296,304.16353,102.50547,56.03480,498.81525
Z0297,293.54098,95.98401,60.65013,496.74471
Z0298,313.67334,103.51202,49.24053,532.17099
Z0299,306.52511,99.94643,49.24053,519.98905
Z0300,290.93723,100.46945,37.88701,494.92780
Z0301,291.17655,97.17656,17.49823,484.32078
Z0302,291.77280,99.27440,17.49823,481.82403
Z0303,292.93754,108.16629,59.02448,513.75243
Z0304,310.49628,127.11865,46.74340,526.13211
Z0305,298.46355,120.11326,0.97727,523.77793
Z0306,297.63861,119.05405,0.97727,524.50020
Z0307,288.45492,90.63360,55.87208,471.72102
Z0308,284.14550,90.03445,32.17316,448.44000
Z0309,275.63951,91.33536,17.63387,439.24294
Z0310,279.45616,91.13853,17.63387,452.08508
Z0311,276.53502,87.70200,23.52106,442.68120
Z0312,299.30471,92.68850,87.83917,473.85261
Z0313,264.07359,84.37382,58.69671,419.35180
Z0314,264.01248,91.93523,38.91624,441.85561
Z0315,254.96383,88.09394,38.91624,436.68411
Z0316,367.27433,160.41459,53.59912,685.37112
Z0317,320.62777,125.14060,26.77203,553.49739
Z0318,326.84900,126.91722,14.09779,576.50200
Z0319,327.82151,128.58480,14.09779,579.21015
Z0320,327.99199,128.37146,23.43324,585.47298
Z0321,323.18756,128.03796,14.66393,566.61842
Z0322,327.84566,132.61350,43.89395,594.40260
Z0323,318.96211,130.42968,41.86904,553.83565
Z0324,311.41654,128.11326,25.51069,532.81313
Z0325,308.17241,126.90878,15.68249,536.49855
Z0326,303.60998,124.09491,16.16733,537.28207
Z0327,301.11004,123.10326,17.95327,534.72639
Z0328,300.15707,123.14741,17.95327,521.77173
Z0329,292.65218,115.86436,22.79342,520.99652
Z0330,295.43954,116.00007,17.71175,524.26715
Z0331,308.24382,124.33729,19.66297,522.78853
Z0332,487.74630,204.14949,32.08981,857.95878
Z0333,486.21045,198.57442,42.02679,856.26525
Z0334,517.77989,213.72899,34.39725,904.52435
Z0335,540.14293,221.49218,34.39725,950.19338
Z0336,528.24121,223.26483,29.41380,952.03423
Z0337,550.47642,223.49297,36.75349,976.11321
Z0338,418.67273,167.57104,33.94855,723.09336
Z0339,407.59333,160.41278,33.94855,686.30313
Z0340,397.89752,142.91145,44.80242,660.30093
Z0341,383.92752,142.72998,24.55851,623.33319
Z0342,375.63342,136.62317,34.32420,638.93015
Z0343,299.66006,128.24069,40.40688,546.60881
Z0344,443.69370,178.46089,26.02288,772.55367
Z0345,356.58548,122.36052,80.43659,657.32512
Z0346,391.47307,134.62825,69.52087,667.02905
Z0347,397.12999,143.66246,57.78101,683.97175
Z0348,429.73662,159.52584,51.26796,776.79835
Z0349,385.92195,155.54052,11.47179,729.83853
Z0350,307.67306,125.72083,19.77370,576.70613
Z0351,315.97251,130.11141,19.77370,586.79852
Z0352,339.38700,132.10339,19.64823,591.28036
Z0353,329.05811,128.85465,19.64823,593.72077
Z0354,301.08631,148.46385,30.39995,610.66827
Z0355,283.88611,125.57328,67.14214,546.13982
Z0356,296.80437,112.00807,7.39899,514.48217
Z0357,479.25444,206.74860,53.15534,871.08882
Z0358,479.89689,205.86774,14.09348,860.46491
Z0359,439.27297,191.81639,27.38463,795.70746
Z0360,418.61399,181.71144,30.86641,741.91958
Z0361,429.85904,186.03823,27.38463,771.50062
Z0362,432.67391,192.85185,54.11906,775.92913
Z0363,426.54195,190.36294,54.11906,771.24897
Z0364,431.05626,188.11991,50.64244,789.76077
Z0365,423.03381,181.88979,50.64244,776.88283
Z0366,435.09546,178.25321,51.89429,814.07881
Z0367,395.54935,162.20753,38.92781,738.95397
Z0368,404.40350,161.45019,47.01065,746.69904
Z0369,383.55051,168.29062,30.74275,702.60749
Z0370,381.34488,169.56441,30.74275,694.28254
Z0371,410.14627,170.88483,44.12858,709.20173
Z0372,373.96042,168.18708,28.85790,680.23304
Z0373,390.01175,170.78713,28.85790,698.72288
Z0374,381.90579,166.32373,29.79308,686.02824
Z0375,399.66079,167.77969,29.79308,728.08727
Z0376,364.72895,161.37860,30.00849,663.28741
Z0377,386.27158,150.24484,39.42427,697.79927
Z0378,386.95726,157.75120,31.41761,688.05546
Z0379,368.37319,154.46192,30.38590,639.01377
Z0380,367.40536,157.66392,41.44117,639.95088
Z0381,355.26729,152.92267,30.38590,643.12403
Z0382,365.04602,148.40314,24.57468,639.16589
Z0383,349.15892,145.72969,30.73959,624.30711
Z0384,369.90253,161.54235,42.77223,664.51990
Z0385,368.16740,164.07603,19.77939,672.81351
Z0386,364.26319,164.43698,26.78504,663.94340
Z0387,358.70656,161.38269,26.71008,658.93721
Z0388,355.06443,160.61818,26.71008,654.75432
Z0389,350.06660,157.09575,27.02304,637.60543
Z0390,346.38101,154.12087,22.43476,623.53757
Z0391,343.95317,151.99356,25.55339,626.40564
Z0392,341.37601,148.69473,27.62507,610.88368
Z0393,337.68557,144.31457,27.65777,601.49091
Z0394,335.79373,142.14085,27.57761,593.38110
Z0395,333.15923,139.28817,27.57761,589.26135
Z0396,392.92397,161.59167,35.48299,750.28030
Z0397,357.36025,158.31155,39.09396,688.85660
Z0398,333.50962,155.89833,38.65003,660.53209
Z0399,399.56975,169.10321,25.84103,754.85914
Z0400,398.57949,172.46722,40.25678,759.37402
Z0401,378.10265,171.20780,35.42179,724.22206
Z0402,366.42376,169.53453,36.73555,689.97594
Z0403,394.11290,175.43593,39.00933,733.47839
Z0404,402.45919,176.47847,36.52828,744.69720
Z0405,399.27079,175.40300,35.42179,761.81730
Z0406,420.56155,176.75292,35.57239,800.51841
Z0407,444.65934,178.75289,56.30997,819.03017
Z0408,431.37389,178.75706,56.00787,796.15874
Z0409,353.59476,164.77505,28.28392,665.40472
Z0410,376.23399,171.73807,32.20661,692.95207
Z0411,398.59086,174.04356,37.08064,740.80624
Z0412,419.16195,177.91841,37.08064,771.59872
Z0413,411.98291,170.97623,48.14436,760.93151
Z0414,401.44421,164.04110,49.05386,745.63996
Z0415,374.18183,156.21478,37.59855,690.07704
Z0416,372.33104,159.16691,37.38008,672.60267
Z0417,369.53752,163.65953,31.97967,691.02212
Z0418,372.66210,168.43556,31.97967,691.92280
Z0419,349.14820,156.12730,34.57896,660.96760
Z0420,350.06031,149.86837,49.22915,647.53188
Z0421,395.59104,156.90387,67.88071,723.28552
Z0422,396.41000,154.92746,55.84822,712.13980
Z0423,360.80818,144.87421,62.20148,669.25051
Z0424,403.15778,159.80987,55.84822,717.49574
Z0425,387.06477,175.88747,31.48686,727.80396
Z0426,370.55261,161.00058,34.09536,703.52773
Z0427,380.96310,173.52326,33.08385,723.84734
Z0428,403.50711,173.88202,33.47123,736.48344
Z0429,363.89115,168.03311,32.65857,709.29343
Z0430,390.13726,170.89354,33.47123,732.86136
Z0431,518.82673,212.03439,74.21954,965.49913
Z0432,314.96565,103.99785,46.64388,561.80630
Z0433,310.62854,94.61236,52.83416,504.97902
Z0434,322.28265,125.33806,59.75380,599.48425
Z0435,299.65225,99.00297,68.95056,513.54758
Z0436,316.38633,145.36397,21.72630,603.17815
Z0437,301.57483,138.38016,19.65098,588.54306
Z0438,287.28195,130.34664,30.46083,561.68702
Z0439,285.62063,97.70103,54.29410,496.44880
Z0440,361.78768,124.81186,44.65321,629.20775
Z0441,315.86883,99.23688,63.64193,543.74034
Z0443,277.19252,101.56001,26.64376,488.56210
Z0444,277.26064,103.05540,26.64376,497.98058
Z0445,285.97152,109.92323,18.28254,470.12368
Z0446,285.38439,109.46149,18.28254,478.67247
Z0447,279.79991,104.34364,30.77814,490.00907
Z0448,284.59224,111.05843,30.20724,484.81363
Z0449,281.82493,107.10429,30.20724,479.55724
Z0450,307.48051,96.43227,17.32297,517.23835
Z0451,304.93897,98.22583,23.77774,513.51050
Z0452,315.09820,110.38405,46.81362,534.05645
Z0453,312.16251,109.69100,46.64388,560.62526
Z0454,326.05752,108.66463,55.17789,581.65774
Z0455,304.08787,110.75095,61.40848,554.38571
Z0456,369.63089,135.77150,44.65321,646.19618
Z0457,326.67634,141.38330,27.60692,619.34883
Z0458,338.95253,118.91784,55.17789,583.89811
Z0459,356.25897,148.83140,24.22938,643.61570
Z0460,350.52397,152.83638,21.28488,658.32016
Z0461,340.63840,151.42317,25.98210,642.80514
Z0462,329.11973,147.36368,26.73097,608.04658
Z0463,326.84601,149.19469,22.09023,618.77450
Z0464,317.07103,142.06695,22.47676,596.76195
Z0465,308.36872,138.10811,24.85442,587.94581
Z0466,296.66215,130.92479,33.88565,577.52802
Z0467,404.08834,149.37438,51.62130,674.63919
Z0468,288.12662,125.53655,29.44293,570.20277
Z0469,275.54901,125.45781,20.35881,551.32170
Z0470,279.68982,129.17458,20.35881,561.68988
Z0471,284.57351,131.99549,19.93692,567.83077
Z0472,275.96787,125.51347,24.69708,546.58421
Z0473,267.14315,118.10243,26.39157,523.88584
Z0474,267.86138,114.63112,39.98039,519.20205
Z0475,271.70733,121.28062,26.39157,537.90948
Z0476,305.29637,120.75867,66.42946,582.12550
Z0477,272.31921,117.91162,36.85023,553.41745
Z0478,264.12491,113.39562,36.85023,526.42179
Z0479,273.01609,109.83902,25.97627,544.58886
Z0480,277.21093,113.96531,25.97627,550.74863
Z0481,292.68039,112.99476,35.01682,502.96610
Z0482,305.12503,115.36724,36.51947,521.58445
Z0483,324.42541,117.23427,42.52350,602.94571
Z0484,260.22412,109.01182,30.58427,504.51733
Z0485,256.03264,111.98391,27.05898,503.30773
Z0486,257.08943,110.41241,27.96953,481.41610
Z0487,263.09289,105.77872,23.61395,486.16079
Z0488,268.64367,103.27255,30.89447,481.58192
Z0489,297.90399,117.31249,41.92819,524.16263
Z0490,306.69133,110.41255,29.59102,518.69679
Z0491,298.83363,120.42579,29.62666,514.42797
Z0492,299.00198,118.52806,29.62666,497.83741
Z0494,312.79726,117.25916,15.75357,532.79254
Z0496,313.45233,120.53335,30.29855,520.87259
Z0497,310.60627,124.26069,24.29372,527.34244
Z0498,310.78390,123.70303,13.59039,536.60764
Z0499,278.79472,100.12945,25.12107,479.44427
Z0500,282.21281,101.53011,25.40178,502.01754
Z0501,270.30870,100.76160,27.85085,485.12895
Z0502,281.72234,126.81854,28.37399,560.45288
Z0503,280.24433,101.76660,25.39169,492.81809
Z0504,291.52668,108.47629,35.01682,508.60086
Z0505,310.53256,121.05053,11.71091,538.05014
Z0506,289.77312,132.05667,26.44556,571.86695
Z0507,306.51998,140.82672,21.72630,587.33748
Z0508,298.83243,137.72482,23.84016,583.28518
Z0509,277.42481,121.37731,31.47333,534.37872
Z0510,304.66916,139.08132,30.79077,591.50960
Z0511,317.69744,144.97861,22.49521,609.45104
Z0512,326.08540,147.39386,22.49521,626.01005
Z0513,336.09958,150.45845,18.58817,646.43389
Z0514,342.50627,148.98780,18.58817,639.49572
Z0515,372.93331,151.41759,11.73993,695.37945
Z0516,255.62816,110.69210,21.41369,528.22680
Z0517,256.76770,107.50161,29.51114,494.40782
Z0518,260.32656,106.62387,29.51114,521.11207
Z0519,263.94700,117.98887,10.37806,528.76766
Z0520,262.80541,118.76213,15.26779,512.89161
Z0521,263.56720,120.21721,13.93812,519.72117
Z0523,266.01200,114.84258,20.38170,533.62526
Z0524,268.84956,116.12493,20.28517,545.67594
Z0525,269.14773,113.10558,14.92246,525.43195
Z0526,269.74931,112.36305,15.39845,529.60954
Z0527,270.63153,112.67421,19.65259,543.47610
Z0528,271.28749,111.53412,13.77154,552.34743
Z0529,272.43010,110.29926,19.47086,529.17476
Z0530,275.26853,113.41658,15.89380,552.55351
Z0531,272.49489,113.32015,35.47638,571.83486
Z0532,264.19761,102.56948,26.49565,527.37690
Z0533,314.53603,122.73734,42.12414,564.68439
Z0534,327.60053,109.48628,35.23674,531.23179
Z0535,305.87800,110.56594,32.22220,548.81170
Z0536,284.59261,122.97726,47.52161,585.61968
Z0537,295.31242,132.99991,40.32860,622.44073
Z0538,261.26157,96.14498,64.51962,439.23234
Z0539,267.08954,104.10686,21.85141,463.84500
Z0540,268.93194,105.63496,20.19775,473.96692
Z0541,269.61288,107.67001,21.13006,478.84293
Z0542,266.67441,105.71768,20.69437,478.28049
Z0543,264.98236,103.17241,24.60035,459.02241
Z0544,256.70901,99.87263,33.56134,445.92011
Z0545,306.01974,120.58028,37.38588,536.23037
Z0546,303.31574,111.75683,29.57875,530.09069
Z0547,314.54039,108.72517,43.97916,532.63530
Z0549,283.23308,105.34815,43.30391,486.60100
Z0550,273.84662,107.02885,19.21848,482.83689
Z0551,276.78970,108.89947,17.38599,493.53627
Z0552,308.51864,113.18112,39.63554,534.57833
Z0553,305.00604,123.11090,30.68799,540.72694
Z0554,306.66338,120.73109,21.62243,540.29325
Z0555,309.06334,116.60012,29.95065,530.45180
Z0556,275.60054,103.05797,45.66102,483.30899
Z0557,277.87248,101.40830,25.12107,497.41181
Z0558,285.73982,104.83677,36.02857,499.89796
Z0559,261.33031,103.95524,26.49565,505.44763
Z0560,259.65335,107.28877,30.74896,517.86272
Z0561,257.59365,115.01458,25.58893,519.53338
