InputID,TargetID,Distance
Z0001,Z1457,88.69968
Z0001,Z1274,197.35539
Z0001,Z1333,275.86281
Z0001,Z1276,198.35377
Z0001,Z1335,266.80079
Z0001,Z1950,319.28903
Z0002,Z1279,141.05726
Z0002,Z1278,187.16845
Z0002,Z1458,101.77742
Z0002,Z1280,139.16024
Z0002,Z1460,205.98974
Z0002,Z1283,154.46265
Z0002,Z1282,169.61753
Z0002,Z1284,75.42887
Z0002,Z1464,91.14383
Z0002,Z1287,88.15448
Z0002,Z1467,61.57676
Z0002,Z1286,159.14674
Z0002,Z1952,82.60891
Z0002,Z1289,123.87977
Z0002,Z1288,220.18246
Z0002,Z1291,161.12714
Z0002,Z1290,110.5114
Z0002,Z1293,271.57942
Z0002,Z1473,144.92985
Z0002,Z1294,271.53026
Z0002,Z1474,134.24728
Z0002,Z0593,174.35779
Z0002,Z1244,189.04488
Z0002,Z1246,145.91485
Z0002,Z1245,119.7995
Z0002,Z1247,177.11862
Z0002,Z1494,168.08836
Z0002,Z1250,152.71845
Z0002,Z0068,223.85676
Z0002,Z1249,19.48812
Z0002,Z1252,145.97331
Z0002,Z1499,221.74309
Z0002,Z1257,123.45889
Z0002,Z1259,163.79767
Z0002,Z1506,116.15798
Z0002,Z1260,181.87817
Z0002,Z1262,192.14849
Z0002,Z1267,193.41194
Z0002,Z1517,95.94205
Z0002,Z1269,46.99288
Z0002,Z1516,152.04092
Z0002,Z1268,174.83899
Z0002,Z1271,38.61312
Z0002,Z1518,169.62907
Z0002,Z1273,142.67443
Z0002,Z1559,150.95854
Z0002,Z1949,135.64433
Z0002,Z0568,184.30944
Z0002,Z1951,71.40599
Z0002,Z1950,91.65701
Z0003,Z0154,57.80922
Z0003,Z0157,131.41177
Z0003,Z0156,104.3706
Z0003,Z1462,100.88779
Z0003,Z1465,62.26164
Z0003,Z0161,117.68156
Z0003,Z1469,120.5611
Z0003,Z1954,116.16715
Z0003,Z1468,87.33332
Z0003,Z1574,102.57809
Z0003,Z1471,99.5667
Z0003,Z1472,41.01559
Z0003,Z1475,145.21221
Z0003,Z1477,68.08731
Z0003,Z0596,43.54025
Z0003,Z0595,111.54686
Z0003,Z1481,53.30457
Z0003,Z1549,56.73438
Z0003,Z1480,71.59642
Z0003,Z1483,101.76983
Z0003,Z1551,130.07324
Z0003,Z1297,92.17916
Z0003,Z1485,125.90167
Z0003,Z1487,125.64459
Z0003,Z1486,162.55488
Z0003,Z1489,92.20633
Z0003,Z1490,50.97601
Z0003,Z1492,160.30545
Z0003,Z1248,90.87573
Z0003,Z1498,107.46023
Z0003,Z1500,128.74896
Z0003,Z1253,54.47593
Z0003,Z1505,132.22974
Z0003,Z1315,148.83893
Z0003,Z1318,97.62222
Z0003,Z1511,130.61433
Z0003,Z1510,80.89075
Z0003,Z1512,89.98897
Z0003,Z1449,72.30676
Z0003,Z1514,140.65964
Z0003,Z1448,69.87277
Z0003,Z1939,92.33425
Z0003,Z0149,71.22604
Z0003,Z0150,48.83508
Z0003,Z1275,105.37708
Z0003,Z0153,84.2745
Z0003,Z0567,78.74593
Z0003,Z0570,61.95499
Z0003,Z0152,145.68103
Z0003,Z0155,92.21799
Z0004,Z0887,163.95855
Z0004,Z1888,275.94875
Z0004,Z1887,246.31388
Z0004,Z0642,180.85172
Z0004,Z0103,176.11087
Z0004,Z0896,211.8161
Z0004,Z1896,181.09301
Z0004,Z1575,192.70952
Z0004,Z1898,151.04898
Z0004,Z1897,179.91913
Z0004,Z0829,204.67938
Z0004,Z1900,115.977
Z0004,Z1899,147.66316
Z0004,Z1902,86.27901
Z0004,Z1901,115.70637
Z0004,Z1904,41.42601
Z0004,Z1903,84.78724
Z0004,Z0295,152.87202
Z0004,Z1906,75.82891
Z0004,Z1905,50.04353
Z0004,Z1907,35.16591
Z0004,Z0533,56.10199
Z0004,Z0535,60.98957
Z0004,Z1658,233.43682
Z0004,Z0534,107.15487
Z0004,Z1657,206.95086
Z0004,Z0537,221.4216
Z0004,Z1660,218.67516
Z0004,Z0852,221.63377
Z0004,Z0426,231.32572
Z0004,Z0536,218.0952
Z0004,Z1659,180.13272
Z0004,Z1661,263.58203
Z0004,Z1664,178.94143
Z0004,Z1663,246.63917
Z0004,Z1724,200.29508
Z0004,Z1665,284.13619
Z0004,Z1669,197.67102
Z0004,Z1671,152.77884
Z0004,Z1673,241.86478
Z0004,Z1676,245.84219
Z0004,Z0874,146.44451
Z0004,Z1678,129.66234
Z0004,Z1682,122.28816
Z0004,Z0875,87.57831
Z0004,Z0880,84.66567
Z0004,Z1554,138.81046
Z0004,Z0882,161.61013
Z0004,Z0885,284.75304
Z0004,Z0888,249.52592
Z0005,Z1692,257.92374
Z0005,Z1569,202.17314
Z0005,Z0482,151.87652
Z0005,Z0481,199.08846
Z0005,Z0492,204.10607
Z0005,Z0491,230.07546
Z0005,Z0496,188.54808
Z0005,Z0058,259.29232
Z0005,Z0494,211.68532
Z0005,Z0498,211.3039
Z0005,Z0497,197.47548
Z0005,Z0250,102.96166
Z0005,Z0500,191.932
Z0005,Z0499,204.35426
Z0005,Z0433,102.32934
Z0005,Z0504,173.39589
Z0005,Z0432,107.6416
Z0005,Z0545,291.02755
Z0005,Z0503,205.38512
Z0005,Z0435,232.88278
Z0005,Z0434,200.68214
Z0005,Z0505,229.12608
Z0005,Z1794,239.16154
Z0005,Z0439,152.37253
Z0005,Z1796,187.22653
Z0005,Z1795,222.18778
Z0005,Z0441,184.13153
Z0005,Z1797,223.70429
Z0005,Z0450,153.95054
Z0005,Z0554,253.24254
Z0005,Z1389,98.30642
Z0005,Z0553,239.93563
Z0005,Z0452,131.6591
Z0005,Z1680,64.45856
Z0005,Z0451,168.76233
Z0005,Z0555,279.25715
Z0005,Z0454,193.82698
Z0005,Z0558,189.47961
Z0005,Z1390,226.06228
Z0005,Z1681,166.71881
Z0005,Z0453,109.81531
Z0005,Z0683,34.88358
Z0005,Z1940,32.98045
Z0005,Z0455,111.44887
Z0005,Z0682,55.7349
Z0005,Z0458,245.24929
Z0005,Z0685,117.03492
Z0005,Z0684,113.99435
Z0005,Z0457,255.04767
Z0005,Z0564,139.02659
Z0006,Z0468,129.78571
Z0006,Z1402,73.06908
Z0006,Z0470,103.68098
Z0006,Z0469,85.87942
Z0006,Z0032,44.29625
Z0006,Z0472,97.75229
Z0006,Z0471,124.20027
Z0006,Z0474,80.756
Z0006,Z0473,55.62694
Z0006,Z0476,176.25724
Z0006,Z0475,81.85813
Z0006,Z0478,37.78522
Z0006,Z0477,73.8633
Z0006,Z0480,105.68608
Z0006,Z0956,116.71816
Z0006,Z0479,106.58457
Z0006,Z1539,116.71574
Z0006,Z1538,106.18788
Z0006,Z1540,164.25453
Z0006,Z0115,179.59188
Z0006,Z0114,190.40115
Z0006,Z0484,98.1225
Z0006,Z0116,156.10262
Z0006,Z0486,106.4194
Z0006,Z0485,141.26426
Z0006,Z0488,161.74922
Z0006,Z0487,134.6657
Z0006,Z0532,110.97639
Z0006,Z0502,110.80628
Z0006,Z0501,182.52437
Z0006,Z0506,144.32585
Z0006,Z0668,148.25407
Z0006,Z1066,137.07753
Z0006,Z0438,148.36517
Z0006,Z0509,119.03144
Z0006,Z1068,117.71902
Z0006,Z0619,132.01477
Z0006,Z1067,116.69984
Z0006,Z1802,165.96668
Z0006,Z1805,148.66963
Z0006,Z1804,143.46461
Z0006,Z0556,183.49803
Z0006,Z0560,57.40288
Z0006,Z0559,84.66858
Z0006,Z0562,121.56977
Z0006,Z0563,116.49941
Z0006,Z1399,52.4935
Z0006,Z1401,64.03752
Z0006,Z0466,157.22547
Z0006,Z1400,98.01372
Z0007,Z1525,120.87228
Z0007,Z1524,41.66157
Z0007,Z1821,123.19696
Z0007,Z1020,161.53793
Z0007,Z1822,89.64521
Z0007,Z0954,139.03242
Z0007,Z1826,206.08096
Z0007,Z1026,91.37941
Z0007,Z0958,139.17309
Z0007,Z1830,225.75972
Z0007,Z0960,68.68116
Z0007,Z1832,201.57478
Z0007,Z1831,191.35648
Z0007,Z0962,166.20083
Z0007,Z0965,60.91248
Z0007,Z1034,92.37308
Z0007,Z1044,112.24193
Z0007,Z0967,149.61373
Z0007,Z1835,186.99565
Z0007,Z1035,190.31738
Z0007,Z0969,211.97159
Z0007,Z0971,136.16266
Z0007,Z0657,175.42729
Z0007,Z0970,131.72288
Z0007,Z0656,226.28761
Z0007,Z0659,158.37836
Z0007,Z0974,233.26662
Z0007,Z0658,122.64661
Z0007,Z0660,201.81722
Z0007,Z0663,195.70854
Z0007,Z0978,214.15324
Z0007,Z0981,200.84178
Z0007,Z0980,156.2009
Z0007,Z0985,241.48494
Z0007,Z0984,181.01896
Z0007,Z0988,184.39939
Z0007,Z1063,90.35079
Z0007,Z0989,106.1387
Z0007,Z0008,94.40642
Z0007,Z0991,110.31314
Z0007,Z0994,165.96806
Z0007,Z0621,130.633
Z0007,Z0622,151.31167
Z0007,Z0624,175.03641
Z0007,Z1811,96.7701
Z0007,Z1810,47.49157
Z0007,Z1941,218.37003
Z0007,Z0938,140.51964
Z0007,Z0943,233.50544
Z0007,Z1522,184.03904
Z0008,Z1525,74.99843
Z0008,Z1524,58.51804
Z0008,Z0099,232.6239
Z0008,Z0098,145.46863
Z0008,Z0101,244.73324
Z0008,Z0100,176.64516
Z0008,Z1821,73.11567
Z0008,Z1020,177.89565
Z0008,Z1822,183.85845
Z0008,Z0954,224.18137
Z0008,Z1826,290.72066
Z0008,Z1026,168.84202
Z0008,Z0958,72.92711
Z0008,Z1645,204.0078
Z0008,Z0960,90.62959
Z0008,Z1832,274.67258
Z0008,Z0963,150.04635
Z0008,Z1831,267.03667
Z0008,Z0962,173.04546
Z0008,Z0965,109.94631
Z0008,Z1034,158.07245
Z0008,Z1044,160.79978
Z0008,Z0967,60.86259
Z0008,Z1835,274.02845
Z0008,Z0971,227.87879
Z0008,Z0657,256.37509
Z0008,Z0970,226.08031
Z0008,Z0659,231.68665
Z0008,Z0658,201.69986
Z0008,Z0660,269.91657
Z0008,Z0663,126.98383
Z0008,Z0980,249.71744
Z0008,Z1849,223.58878
Z0008,Z0988,276.04944
Z0008,Z0007,94.40642
Z0008,Z1063,176.89493
Z0008,Z0989,199.47517
Z0008,Z0991,199.49155
Z0008,Z0994,255.53314
Z0008,Z0621,222.57884
Z0008,Z1809,205.41262
Z0008,Z1811,123.49382
Z0008,Z1810,141.89345
Z0008,Z1742,187.49728
Z0008,Z1741,223.63243
Z0008,Z1941,126.42089
Z0008,Z0938,184.5255
Z0008,Z0093,196.86573
Z0008,Z0092,263.72621
Z0008,Z1522,154.22457
Z0009,Z0034,104.5623
Z0009,Z1766,149.57479
Z0009,Z1698,144.53447
Z0009,Z1768,167.66443
Z0009,Z1697,157.08123
Z0009,Z1700,138.08881
Z0009,Z0355,228.898
Z0009,Z1699,138.95941
Z0009,Z0356,163.61973
Z0009,Z1773,148.05079
Z0009,Z0119,166.96724
Z0009,Z1236,156.97714
Z0009,Z0120,102.1846
Z0009,Z1974,173.88293
Z0009,Z1171,168.82389
Z0009,Z1174,71.87005
Z0009,Z1975,126.80156
Z0009,Z1173,172.15205
Z0009,Z0249,72.33387
Z0009,Z1175,209.15826
Z0009,Z0251,218.12596
Z0009,Z0063,110.85404
Z0009,Z1979,161.53684
Z0009,Z0066,114.2872
Z0009,Z0195,108.00842
Z0009,Z0072,187.5213
Z0009,Z0194,102.32772
Z0009,Z0197,198.78191
Z0009,Z0196,132.09929
Z0009,Z0198,197.94118
Z0009,Z0133,195.86956
Z0009,Z0132,179.90756
Z0009,Z1191,143.95623
Z0009,Z0134,159.9387
Z0009,Z1069,92.35749
Z0009,Z1198,183.30007
Z0009,Z1197,178.45181
Z0009,Z1073,185.82375
Z0009,Z1075,137.13567
Z0009,Z1446,166.0621
Z0009,Z1074,203.72403
Z0009,Z1200,209.21955
Z0009,Z1199,137.14509
Z0009,Z0090,179.09759
Z0009,Z1145,88.4453
Z0009,Z1147,131.96617
Z0009,Z1081,176.18794
Z0009,Z1150,178.03764
Z0009,Z1149,66.31911
Z0009,Z1083,194.31864
Z0010,Z1755,387.35004
Z0010,Z0037,148.9565
Z0010,Z1415,314.1021
Z0010,Z1703,336.0552
Z0010,Z1970,177.55025
Z0010,Z0297,291.62315
Z0010,Z0243,117.2183
Z0010,Z0242,148.77264
Z0010,Z0299,264.54624
Z0010,Z0245,131.94749
Z0010,Z0298,229.73166
Z0010,Z0244,127.58271
Z0010,Z1781,260.06103
Z0010,Z0065,324.95552
Z0010,Z0069,341.97269
Z0010,Z0071,247.81639
Z0010,Z0129,182.58613
Z0010,Z0128,203.88144
Z0010,Z0317,315.04296
Z0010,Z0321,315.08127
Z0010,Z0130,178.80378
Z0010,Z0319,298.75177
Z0010,Z0011,60.26203
Z0010,Z0320,305.96904
Z0010,Z0318,294.59623
Z0010,Z1439,257.43314
Z0010,Z0323,359.05491
Z0010,Z0013,95.58583
Z0010,Z0135,382.15695
Z0010,Z0322,342.68706
Z0010,Z0012,110.46091
Z0010,Z0325,387.37244
Z0010,Z1440,198.83661
Z0010,Z0015,249.83889
Z0010,Z0137,194.12645
Z0010,Z0136,236.72551
Z0010,Z0139,67.35839
Z0010,Z0138,121.99128
Z0010,Z0207,152.43303
Z0010,Z0206,264.87299
Z0010,Z0331,370.82859
Z0010,Z0021,186.7371
Z0010,Z0020,174.40237
Z0010,Z0022,184.83049
Z0010,Z0025,253.27726
Z0010,Z0024,250.32377
Z0010,Z1750,247.88766
Z0010,Z1752,235.20923
Z0010,Z1751,275.58812
Z0010,Z1754,350.82878
Z0011,Z0037,107.53607
Z0011,Z1415,374.32111
Z0011,Z1703,389.42618
Z0011,Z1970,222.5528
Z0011,Z0297,330.58916
Z0011,Z0243,157.25159
Z0011,Z0242,88.53114
Z0011,Z0299,311.41727
Z0011,Z0245,183.88137
Z0011,Z0298,271.7367
Z0011,Z0244,170.44141
Z0011,Z1655,291.33916
Z0011,Z1781,306.70975
Z0011,Z0065,342.16095
Z0011,Z0069,388.95286
Z0011,Z0071,303.10217
Z0011,Z0129,219.34451
Z0011,Z0128,248.82693
Z0011,Z0317,375.09901
Z0011,Z0130,212.71226
Z0011,Z0321,375.3426
Z0011,Z0319,358.9346
Z0011,Z0320,365.80624
Z0011,Z0318,354.85534
Z0011,Z1439,279.77829
Z0011,Z0010,60.26203
Z0011,Z0013,113.21126
Z0011,Z0135,426.02609
Z0011,Z0012,90.88978
Z0011,Z1441,313.05747
Z0011,Z1440,229.79613
Z0011,Z0015,256.38915
Z0011,Z0137,253.68039
Z0011,Z0136,291.55587
Z0011,Z0139,127.33332
Z0011,Z1442,288.52604
Z0011,Z0138,182.16434
Z0011,Z0207,163.42971
Z0011,Z0206,289.14628
Z0011,Z0021,174.26169
Z0011,Z0020,183.53896
Z0011,Z0023,319.95612
Z0011,Z0022,172.66615
Z0011,Z0025,244.90478
Z0011,Z0024,241.39822
Z0011,Z1750,266.84689
Z0011,Z0148,392.12283
Z0011,Z1752,245.06702
Z0011,Z1751,293.14092
Z0011,Z1754,410.1362
Z0012,Z1755,381.23954
Z0012,Z0037,55.45345
Z0012,Z1162,376.49323
Z0012,Z0039,221.23489
Z0012,Z0038,256.60253
Z0012,Z0040,264.51269
Z0012,Z1543,286.07756
Z0012,Z1703,362.23642
Z0012,Z1545,300.36131
Z0012,Z1970,186.57883
Z0012,Z1544,266.40124
Z0012,Z0297,275.34888
Z0012,Z0243,124.20667
Z0012,Z0242,122.88426
Z0012,Z0299,271.72785
Z0012,Z0245,169.22894
Z0012,Z0298,225.21448
Z0012,Z0244,139.16998
Z0012,Z1976,282.46536
Z0012,Z1655,213.10619
Z0012,Z0065,261.01457
Z0012,Z0064,292.56485
Z0012,Z0069,345.99651
Z0012,Z1927,234.77072
Z0012,Z0011,90.88978
Z0012,Z1439,205.32959
Z0012,Z0010,110.46091
Z0012,Z0013,63.4073
Z0012,Z0135,375.7945
Z0012,Z1441,222.16869
Z0012,Z1440,169.43389
Z0012,Z0015,169.9913
Z0012,Z0137,260.27373
Z0012,Z0136,273.62289
Z0012,Z0139,153.25288
Z0012,Z1442,224.92011
Z0012,Z0138,202.25506
Z0012,Z0207,250.93782
Z0012,Z0021,83.38873
Z0012,Z0020,102.74142
Z0012,Z0023,231.36763
Z0012,Z0022,81.78011
Z0012,Z0025,154.02215
Z0012,Z1148,300.1242
Z0012,Z0024,150.50879
Z0012,Z0148,321.76089
Z0012,Z1203,274.28152
Z0012,Z1082,268.36362
Z0012,Z1151,350.80147
Z0012,Z1084,289.45874
Z0013,Z1755,325.03057
Z0013,Z1162,323.19692
Z0013,Z0037,118.79017
Z0013,Z0039,242.89375
Z0013,Z1703,299.57515
Z0013,Z1543,266.25012
Z0013,Z1545,280.91698
Z0013,Z1970,124.17663
Z0013,Z1544,244.67746
Z0013,Z1168,348.91294
Z0013,Z0297,221.10598
Z0013,Z0243,60.79938
Z0013,Z0242,175.54876
Z0013,Z0299,211.07399
Z0013,Z0245,106.90941
Z0013,Z0298,166.36179
Z0013,Z0244,75.7682
Z0013,Z1976,274.12579
Z0013,Z1655,253.81426
Z0013,Z0065,231.98701
Z0013,Z0064,281.56652
Z0013,Z0069,286.82745
Z0013,Z1927,285.06326
Z0013,Z0130,267.60196
Z0013,Z0011,113.21126
Z0013,Z1439,167.22625
Z0013,Z0010,95.58583
Z0013,Z0135,319.61199
Z0013,Z1441,228.53201
Z0013,Z0012,63.4073
Z0013,Z1440,117.5018
Z0013,Z0015,154.26979
Z0013,Z0137,200.46096
Z0013,Z0136,210.21877
Z0013,Z0139,109.0627
Z0013,Z1442,276.91655
Z0013,Z0138,149.57407
Z0013,Z0207,248.01829
Z0013,Z1445,309.90716
Z0013,Z0021,103.8123
Z0013,Z0020,78.86497
Z0013,Z0023,220.30697
Z0013,Z0022,101.80088
Z0013,Z1146,303.16086
Z0013,Z0025,162.87309
Z0013,Z0024,160.37423
Z0013,Z1148,275.6721
Z0013,Z0148,278.92856
Z0013,Z1082,268.65556
Z0013,Z1151,306.33386
Z0014,Z0468,325.86201
Z0014,Z0345,104.25625
Z0014,Z0467,288.16391
Z0014,Z0347,232.80082
Z0014,Z0346,166.75316
Z0014,Z0469,377.90945
Z0014,Z0476,244.36145
Z0014,Z0478,376.3784
Z0014,Z0477,344.20585
Z0014,Z0480,308.52403
Z0014,Z0518,358.1545
Z0014,Z0956,364.33802
Z0014,Z0479,308.41843
Z0014,Z0517,387.5283
Z0014,Z1417,264.9349
Z0014,Z0959,223.99422
Z0014,Z1541,228.3669
Z0014,Z1540,269.50719
Z0014,Z1420,160.23764
Z0014,Z1542,280.04546
Z0014,Z0483,178.0464
Z0014,Z0598,259.91411
Z0014,Z0600,181.85942
Z0014,Z0968,162.05477
Z0014,Z0599,216.68226
Z0014,Z0602,193.91623
Z0014,Z0532,322.53327
Z0014,Z0601,255.22285
Z0014,Z0604,142.72787
Z0014,Z0603,167.6768
Z0014,Z1918,125.12902
Z0014,Z0502,354.82855
Z0014,Z0667,184.67232
Z0014,Z1917,317.37907
Z0014,Z1922,239.95669
Z0014,Z1435,178.97977
Z0014,Z1434,265.27776
Z0014,Z1065,275.23119
Z0014,Z1436,236.95475
Z0014,Z0617,327.74578
Z0014,Z0616,361.82592
Z0014,Z1438,286.09403
Z0014,Z0620,280.51335
Z0014,Z1740,183.50703
Z0014,Z1739,189.328
Z0014,Z0560,374.20515
Z0014,Z0559,344.74698
Z0014,Z0466,330.87623
Z0014,Z1401,378.5824
Z0014,Z0465,340.2875
Z0015,Z0037,196.84624
Z0015,Z1162,256.22141
Z0015,Z0039,134.61023
Z0015,Z1764,258.51989
Z0015,Z0038,192.87504
Z0015,Z1698,190.56954
Z0015,Z1699,182.68024
Z0015,Z1543,116.11315
Z0015,Z1545,130.47107
Z0015,Z1544,96.58606
Z0015,Z1970,169.84965
Z0015,Z0297,174.18524
Z0015,Z0243,162.71971
Z0015,Z0299,208.51095
Z0015,Z0298,163.63119
Z0015,Z1973,145.14546
Z0015,Z0244,166.83912
Z0015,Z1976,120.1002
Z0015,Z1655,191.50569
Z0015,Z0065,96.35476
Z0015,Z0064,127.31114
Z0015,Z0193,257.3871
Z0015,Z1927,246.376
Z0015,Z1439,72.11257
Z0015,Z0013,154.26979
Z0015,Z1441,92.53374
Z0015,Z0012,169.9913
Z0015,Z1440,106.84418
Z0015,Z1443,188.58375
Z0015,Z1442,246.2348
Z0015,Z1445,170.36772
Z0015,Z1446,157.50208
Z0015,Z0021,99.70916
Z0015,Z0020,75.4495
Z0015,Z0023,66.1419
Z0015,Z1146,157.36796
Z0015,Z0022,100.06788
Z0015,Z0025,62.31768
Z0015,Z1148,130.81028
Z0015,Z0024,64.4914
Z0015,Z1081,154.31028
Z0015,Z1147,218.21707
Z0015,Z0148,175.63483
Z0015,Z1203,141.48101
Z0015,Z1150,144.20347
Z0015,Z1083,166.75405
Z0015,Z1082,119.97527
Z0015,Z1085,137.94506
Z0015,Z1151,206.01424
Z0015,Z1084,130.51118
Z0016,Z1212,71.98791
Z0016,Z1211,82.33766
Z0016,Z1214,154.5611
Z0016,Z1213,185.41701
Z0016,Z1216,212.57645
Z0016,Z1215,222.82016
Z0016,Z1217,192.30941
Z0016,Z1220,201.62211
Z0016,Z1219,70.00294
Z0016,Z1221,92.02475
Z0016,Z1224,178.0531
Z0016,Z0354,208.4475
Z0016,Z1223,127.17144
Z0016,Z1226,91.83839
Z0016,Z1228,94.73464
Z0016,Z1227,101.51411
Z0016,Z1355,134.69483
Z0016,Z1357,97.06024
Z0016,Z1356,67.08987
Z0016,Z1359,139.41137
Z0016,Z1358,162.47956
Z0016,Z1172,222.58822
Z0016,Z1362,125.71122
Z0016,Z1361,69.11248
Z0016,Z1360,119.93564
Z0016,Z1243,248.93982
Z0016,Z1180,255.28018
Z0016,Z0431,135.74455
Z0016,Z1181,268.0906
Z0016,Z0073,181.98842
Z0016,Z1186,300.12463
Z0016,Z0075,102.89347
Z0016,Z1188,317.45238
Z0016,Z0074,176.17091
Z0016,Z1187,285.89071
Z0016,Z0076,106.96177
Z0016,Z0017,1.64552
Z0016,Z1195,258.28893
Z0016,Z1444,243.57788
Z0016,Z1073,295.15539
Z0016,Z0018,24.34007
Z0016,Z1077,46.7209
Z0016,Z1079,109.94922
Z0016,Z1078,58.32489
Z0016,Z1204,140.7092
Z0016,Z1080,147.73948
Z0016,Z1206,167.62247
Z0016,Z1208,86.53847
Z0016,Z1210,161.23035
Z0016,Z1686,176.07277
Z0017,Z1212,72.9927
Z0017,Z1211,81.8705
Z0017,Z1214,154.69163
Z0017,Z1213,185.7503
Z0017,Z1216,211.64065
Z0017,Z1215,222.51077
Z0017,Z1217,191.63725
Z0017,Z1220,201.5053
Z0017,Z1219,69.96557
Z0017,Z1221,92.12379
Z0017,Z1224,178.75496
Z0017,Z0354,209.14396
Z0017,Z1223,127.89169
Z0017,Z1226,92.34524
Z0017,Z1228,95.57231
Z0017,Z1227,101.27952
Z0017,Z1355,134.24958
Z0017,Z1357,98.23105
Z0017,Z1356,67.61821
Z0017,Z1359,138.50894
Z0017,Z1358,161.72016
Z0017,Z1172,223.64862
Z0017,Z1362,125.47829
Z0017,Z1361,70.51975
Z0017,Z1360,119.88962
Z0017,Z1243,249.63852
Z0017,Z1180,256.41441
Z0017,Z0431,136.79034
Z0017,Z1181,269.04053
Z0017,Z0073,183.6057
Z0017,Z1186,301.51473
Z0017,Z0075,104.35882
Z0017,Z1188,318.8904
Z0017,Z0074,177.39667
Z0017,Z1187,287.21022
Z0017,Z0076,108.52947
Z0017,Z1195,259.55272
Z0017,Z0016,1.64552
Z0017,Z1444,243.901
Z0017,Z1073,296.10976
Z0017,Z0018,25.89781
Z0017,Z1077,47.54697
Z0017,Z1079,109.33084
Z0017,Z1078,57.74703
Z0017,Z1204,140.81668
Z0017,Z1080,148.16496
Z0017,Z1206,167.19516
Z0017,Z1208,85.56915
Z0017,Z1210,161.11284
Z0017,Z1686,175.4333
Z0018,Z1212,68.62145
Z0018,Z1211,98.76016
Z0018,Z1214,162.63462
Z0018,Z1213,190.32651
Z0018,Z1217,209.87741
Z0018,Z1220,212.58298
Z0018,Z1219,82.07028
Z0018,Z1221,101.64276
Z0018,Z1224,177.34184
Z0018,Z0354,207.56629
Z0018,Z1223,126.86627
Z0018,Z1226,95.81032
Z0018,Z1228,93.30579
Z0018,Z1227,114.99024
Z0018,Z1774,313.75374
Z0018,Z1355,150.12647
Z0018,Z1357,89.28107
Z0018,Z1775,317.82917
Z0018,Z1356,71.90495
Z0018,Z1359,159.51377
Z0018,Z1358,181.0833
Z0018,Z1172,215.25493
Z0018,Z1362,138.78513
Z0018,Z1361,57.01578
Z0018,Z1360,130.79768
Z0018,Z1243,247.77609
Z0018,Z1180,246.37452
Z0018,Z0431,115.66514
Z0018,Z1181,262.55023
Z0018,Z0073,161.39017
Z0018,Z1186,285.73031
Z0018,Z0075,87.99561
