InputID,MEAN,STDDEV,MIN,MAX
Z0136,1208.12402,559.97359,72.98725,2357.65188
Z0137,1237.64278,566.00775,74.06368,2371.91123
Z0138,1290.73359,581.12251,54.97903,2440.19925
Z0139,1328.80950,591.71677,54.97903,2495.16886
Z0140,1157.81685,512.70095,72.28124,2521.10955
Z0141,1227.49576,523.94121,27.40260,2510.32394
Z0142,1246.99885,533.36678,45.29339,2587.25940
Z0143,1263.58381,561.22673,8.86261,2511.34438
Z0144,1374.43601,581.22701,101.89655,2649.77744
Z0145,1294.90242,560.42269,74.77452,2539.02673
Z0146,1156.83847,528.49580,26.62132,2358.23908
Z0147,1090.95862,503.41175,48.96509,2255.12369
Z0148,1217.51088,575.35971,30.41443,2439.83817
Z0149,1383.43826,640.26978,28.75325,2954.01233
Z0150,1362.12732,635.25126,21.51458,2926.80224
Z0151,1455.46495,653.77141,10.03572,3038.69336
Z0152,1415.65841,647.18421,13.69701,2990.46132
Z0153,1378.66098,640.04628,38.08389,2946.55331
Z0154,1371.02331,638.17785,33.26655,2938.03393
Z0155,1351.24285,633.16786,39.76493,2909.25074
Z0156,1324.69313,625.53377,26.21544,2872.81012
Z0157,1382.34824,639.92827,34.87130,2947.22402
Z0158,1376.26904,637.29703,34.87130,2936.06177
Z0159,1322.26800,621.78143,26.08343,2862.08344
Z0160,1314.88492,621.48315,25.90921,2856.64833
Z0161,1420.87008,647.76239,22.23719,3000.40438
Z0162,1092.09927,474.50606,40.40692,2325.83453
Z0163,1110.89789,483.57169,40.40692,2366.20005
Z0164,1099.34212,479.86800,45.51794,2371.81586
Z0165,1121.37919,486.87222,41.94790,2356.53022
Z0166,1585.27515,607.80858,80.91615,2911.38468
Z0167,1614.96714,610.95481,42.17150,2962.50297
Z0168,1640.71252,613.49785,44.83656,2987.88428
Z0169,1651.52413,614.72602,42.17150,3004.58284
Z0170,1733.50947,622.13550,32.05078,3105.11272
Z0171,1735.46140,622.44215,31.79716,3109.50224
Z0172,1827.72289,628.37648,31.70663,3214.96956
Z0173,1665.78211,616.28770,45.50263,3025.96514
Z0174,1684.20852,618.10280,54.09625,3050.07277
Z0175,1846.57743,629.20301,31.70663,3235.65334
Z0176,1885.67381,630.74490,44.76116,3278.34457
Z0177,1523.35727,601.19863,29.05185,2827.07694
Z0178,1469.29206,594.48856,8.46099,2752.60857
Z0179,1480.83561,596.03064,17.93109,2768.56837
Z0180,1465.47622,593.77309,8.46099,2749.42356
Z0181,1445.12860,588.90631,5.46547,2738.96657
Z0182,1390.86798,582.13943,46.40140,2643.50186
Z0183,1410.36485,584.64469,54.73493,2678.27543
Z0184,1427.62603,589.00350,46.40140,2688.04485
Z0185,1516.90222,599.56296,58.80393,2830.74876
Z0186,1376.16453,576.30721,12.27574,2646.97308
Z0187,1369.56788,574.66144,12.27574,2640.15129
Z0188,1352.37661,576.52111,60.51883,2575.89244
Z0189,1014.20818,466.89953,7.24335,2110.32633
Z0190,1091.92188,514.97573,9.47403,2265.26355
Z0191,1182.44436,562.80512,22.26671,2412.35257
Z0192,1170.44066,557.95862,22.26671,2392.50483
Z0193,1180.48970,562.33746,11.70713,2398.00989
Z0194,1272.78301,597.00832,30.24704,2542.80269
Z0195,1340.78279,607.03221,39.09194,2640.76221
Z0196,1253.37785,582.11776,22.59141,2521.41888
Z0197,1237.76194,571.14336,19.92659,2495.48962
Z0198,1250.52102,574.36251,19.92659,2513.00222
Z0199,1040.85280,455.57059,58.87990,2326.78668
Z0200,1065.91814,478.10801,45.85534,2412.03959
Z0201,1060.37001,478.87690,16.25606,2415.65776
Z0202,1039.79598,460.82440,42.25085,2356.14349
Z0203,1019.79025,448.37965,42.25085,2316.49786
Z0204,1060.26191,460.80689,62.66222,2310.35112
Z0205,1012.16651,460.90696,47.76725,2104.30377
Z0206,1408.04086,596.89379,32.02443,2556.55956
Z0207,1428.02272,604.59058,81.67290,2570.29238
Z0208,1471.76231,600.07018,56.32203,2694.31180
Z0209,1289.34859,552.29723,153.69048,2565.64991
Z0210,1512.80778,598.23643,26.15424,2836.91338
Z0211,1531.86280,601.05988,26.15424,2858.11959
Z0212,1541.50946,602.17938,29.71310,2872.65808
Z0213,1555.27182,604.32743,97.27455,2905.16336
Z0214,1550.33618,602.98653,53.21418,2888.20610
Z0215,1326.53374,563.85881,66.48647,2590.24302
Z0216,1183.60538,523.61314,58.52260,2416.06019
Z0217,1440.95848,594.57982,23.84615,2670.49632
Z0218,1416.79409,589.04860,46.48307,2656.77097
Z0219,1454.81787,595.59345,22.95779,2698.32689
Z0220,1515.80067,601.57744,47.87911,2797.40319
Z0221,1523.41033,603.19640,38.35130,2795.71212
Z0222,1498.96223,600.68631,8.56538,2761.49695
Z0223,1458.54139,601.35561,18.21529,2650.89499
Z0224,1457.29039,602.49497,18.82405,2636.84879
Z0225,1441.65336,599.75585,16.69127,2624.06018
Z0226,1450.28629,601.96769,18.82405,2623.82068
Z0227,1420.69217,597.39336,24.27543,2589.48730
Z0228,1433.45279,598.94708,18.53367,2609.98344
Z0229,1385.04090,590.40767,49.10547,2552.55508
Z0230,1421.94893,596.08032,26.41453,2605.83904
Z0231,1432.98192,597.13911,18.63819,2625.04273
Z0232,1443.74670,598.34250,18.63819,2641.21292
Z0233,1435.32379,596.50479,20.02020,2635.53017
Z0234,1349.50535,581.88733,0.59166,2520.15267
Z0235,1349.89214,581.98133,0.59166,2520.55155
Z0236,1389.47789,586.56506,17.86410,2600.89331
Z0237,1246.89665,557.81479,50.00060,2371.88625
Z0238,1275.84716,564.77167,49.03140,2420.04423
Z0239,1311.61753,575.30080,24.63529,2454.09640
Z0240,1310.27102,574.11774,24.63529,2459.90977
Z0241,1376.51008,584.26334,17.86410,2583.08703
Z0242,1493.36469,625.02528,88.53114,2710.35107
Z0243,1311.35633,593.17805,15.02248,2505.72777
Z0244,1300.27236,590.18770,15.02248,2491.13739
Z0245,1284.25844,583.80004,38.48142,2459.45633
Z0246,1241.65247,545.39797,11.36890,2453.43315
Z0247,1249.38620,547.67297,11.36890,2463.43365
Z0248,1273.68854,557.60297,70.77731,2472.98914
Z0249,1341.97819,617.70957,37.34903,2638.50169
Z0250,1092.03257,516.39546,45.87866,2497.61040
Z0251,1209.54029,561.99467,36.30569,2454.66098
Z0252,1060.06553,478.42448,57.55931,2198.87068
Z0253,1127.45487,505.47621,54.22322,2328.21960
Z0254,1091.11921,491.07494,49.69072,2255.98200
Z0255,1071.40607,484.13713,58.46518,2198.56822
Z0256,1011.63606,456.40519,65.24112,2102.66289
Z0257,1044.94498,472.97989,22.85773,2181.73214
Z0258,1081.50196,488.23090,6.80394,2248.36055
Z0259,1075.16900,486.26111,20.65480,2239.49835
Z0260,1064.56571,481.81626,19.96417,2219.93783
Z0261,1009.92626,456.42489,18.91306,2110.03586
Z0262,996.01627,449.67792,29.79942,2081.14221
Z0263,1003.53786,454.48383,49.16441,2102.39469
Z0264,982.70674,444.40879,26.88921,2057.62576
Z0265,1051.55881,476.93956,34.26479,2198.11256
Z0266,1032.16754,468.75592,31.52752,2161.95775
Z0267,1046.80849,475.70402,30.76011,2190.44177
Z0268,1042.04466,474.24063,30.76011,2181.33094
Z0269,1066.36223,484.44317,28.98976,2226.65736
Z0270,1077.21351,488.34715,21.23367,2245.83008
Z0271,1177.47056,527.30348,12.62823,2351.45201
Z0272,1188.58647,530.51877,16.34910,2370.85728
Z0273,1186.68103,529.28612,16.34910,2372.13877
Z0274,1165.72670,523.51921,19.71755,2331.89589
Z0275,1173.76030,525.52387,11.34797,2349.70242
Z0276,1180.88524,528.84795,12.62823,2353.31892
Z0277,1171.54703,524.34744,11.34797,2349.16377
Z0278,1227.27888,545.93010,47.09331,2399.75144
Z0279,1188.10157,534.72689,17.38845,2335.82060
Z0280,1198.28827,537.75490,17.38845,2352.99315
Z0281,1230.18548,550.47858,15.60178,2372.72268
Z0282,1175.25425,534.98887,44.69818,2275.39068
Z0283,1150.70010,522.96221,17.49231,2269.31456
Z0284,1130.47946,517.02622,25.42945,2222.59135
Z0285,1116.64294,510.92793,25.42945,2205.98067
Z0286,1141.69696,519.99630,17.49231,2252.26509
Z0287,1111.27574,506.02173,32.27688,2222.09322
Z0288,1106.44256,501.67152,7.47815,2234.40494
Z0289,1116.02148,505.44284,16.34632,2250.57450
Z0290,1102.27438,500.03037,7.47815,2226.92683
Z0291,1090.55398,501.47661,64.04445,2146.05969
Z0292,1059.63511,484.53783,21.84005,2121.02728
Z0293,1047.72871,478.24474,25.19169,2104.75879
Z0294,1359.04364,608.62844,37.69298,2784.69357
Z0295,1316.29480,598.69540,42.75089,2740.15099
Z0296,1046.52475,475.67431,56.03480,2123.46133
Z0297,1213.61039,569.45595,60.65013,2410.01097
Z0298,1238.94309,575.39860,49.24053,2429.39165
Z0299,1206.01889,563.37109,49.24053,2380.62301
Z0300,1032.22976,473.21795,37.88701,2040.46562
Z0301,1016.32498,463.07314,17.49823,2032.58494
Z0302,1021.85374,466.51670,17.49823,2036.78978
Z0303,1043.81915,481.60190,59.02448,2043.71431
Z0304,1107.66728,512.48600,46.74340,2139.49449
Z0305,1067.98764,496.20797,0.97727,2103.84428
Z0306,1067.58233,495.96950,0.97727,2102.88274
Z0307,1002.76168,454.29645,55.87208,2027.03675
Z0308,986.93599,444.80692,32.17316,2013.61207
Z0309,971.43106,436.21744,17.63387,1986.44523
Z0310,978.37950,439.94560,17.63387,2004.07566
Z0311,978.62645,439.89185,23.52106,2012.14506
Z0312,1023.92594,462.78415,87.83917,2105.21016
Z0313,969.08055,434.87764,58.69671,2006.39330
Z0314,975.76435,439.57936,38.91624,2037.21275
Z0315,961.64163,431.78070,38.91624,2001.03783
Z0316,1293.29427,565.23510,53.59912,2479.30641
Z0317,1163.21370,538.40583,26.77203,2249.16875
Z0318,1183.15112,544.63803,14.09779,2267.05640
Z0319,1184.89874,544.59158,14.09779,2262.94417
Z0320,1188.83570,544.81284,23.43324,2257.32541
Z0321,1169.72475,539.67983,14.66393,2246.73798
Z0322,1179.96521,539.74071,43.89395,2255.28951
Z0323,1146.88637,529.79300,41.86904,2202.57872
Z0324,1123.95276,521.46569,25.51069,2179.33671
Z0325,1117.38678,519.79934,15.68249,2180.77216
Z0326,1107.93584,516.44388,16.16733,2175.00374
Z0327,1099.60285,513.38255,17.95327,2170.38115
Z0328,1092.08033,509.30024,17.95327,2153.11090
Z0329,1074.71044,501.99718,22.79342,2140.41581
Z0330,1093.79887,511.94423,17.71175,2176.13328
Z0331,1125.27995,523.82594,19.66297,2199.20459
Z0332,1529.62490,604.94573,32.08981,2869.14676
Z0333,1519.38387,602.68482,42.02679,2859.28670
Z0334,1571.25706,609.37892,34.39725,2919.65598
Z0335,1600.67821,612.35703,34.39725,2954.02087
Z0336,1589.74550,612.50597,29.41380,2934.48850
Z0337,1622.00422,615.44052,36.75349,2968.37179
Z0338,1403.24853,585.41577,33.94855,2714.20412
Z0339,1376.96691,580.38281,33.94855,2680.38148
Z0340,1345.41510,572.50489,44.80242,2641.41049
Z0341,1317.63140,567.34093,24.55851,2602.49800
Z0342,1292.24306,561.10670,34.32420,2568.22521
Z0343,1277.16790,587.84450,40.40688,2641.94102
Z0344,1452.56881,593.44110,26.02288,2777.13050
Z0345,1322.28402,589.69933,80.43659,2644.67497
Z0346,1321.98507,587.74161,69.52087,2652.66460
Z0347,1310.68576,585.91893,57.78101,2670.02800
Z0348,1578.61422,636.34061,51.26796,2925.42677
Z0349,1532.48605,634.88433,11.47179,2874.12733
Z0350,1457.89503,633.41793,19.77370,2789.73633
Z0351,1472.42863,635.00968,19.77370,2807.11145
Z0352,1417.59519,614.61802,19.64823,2733.19903
Z0353,1415.80766,616.52417,19.64823,2732.67610
Z0354,1521.22270,654.49224,30.39995,2863.16415
Z0355,1453.99042,644.56599,67.14214,2771.58792
Z0356,1409.11896,622.44710,7.39899,2728.62204
Z0357,1527.82662,606.39219,53.15534,2858.25287
Z0358,1533.73896,607.77563,14.09348,2858.02003
Z0359,1465.51952,598.34185,27.38463,2782.36768
Z0360,1429.54197,592.75853,30.86641,2737.69036
Z0361,1447.31417,595.21731,27.38463,2761.98186
Z0362,1457.79360,598.39391,54.11906,2763.66731
Z0363,1451.97700,598.34880,54.11906,2748.10793
Z0364,1464.14441,600.65426,50.64244,2752.95913
Z0365,1456.41790,600.29686,50.64244,2733.63399
Z0366,1476.08184,603.21913,51.89429,2745.15946
Z0367,1427.91808,598.34080,38.92781,2674.79288
Z0368,1439.86980,600.54613,47.01065,2676.51942
Z0369,1394.72201,599.46271,30.74275,2549.34775
Z0370,1390.33109,599.55296,30.74275,2560.53713
Z0371,1429.84800,604.68731,44.12858,2607.99244
Z0372,1379.48106,598.74956,28.85790,2566.39881
Z0373,1402.43445,602.04795,28.85790,2593.46919
Z0374,1394.50862,601.72726,29.79308,2602.69116
Z0375,1418.52738,604.82760,29.79308,2630.75096
Z0376,1370.50393,598.15178,30.00849,2575.42931
Z0377,1411.70748,606.24961,39.42427,2683.33014
Z0378,1407.43367,604.86667,31.41761,2655.46726
Z0379,1382.05674,601.40122,30.38590,2626.34448
Z0380,1378.46227,600.13834,41.44117,2603.52745
Z0381,1358.21535,597.54313,30.38590,2597.34853
Z0382,1380.76842,601.93111,24.57468,2644.54766
Z0383,1351.86146,597.34297,30.73959,2613.26016
Z0384,1376.46857,594.32008,42.77223,2561.07600
Z0385,1370.91857,594.60982,19.77939,2536.38362
Z0386,1363.25452,593.99436,26.78504,2517.27969
Z0387,1356.92029,593.53324,26.71008,2507.03731
Z0388,1350.44914,593.01070,26.71008,2513.64023
Z0389,1344.32957,592.52315,27.02304,2520.51598
Z0390,1339.36990,592.22143,22.43476,2528.92302
Z0391,1334.17017,591.78048,25.55339,2536.55594
Z0392,1329.67263,591.42416,27.62507,2544.62513
Z0393,1325.17409,591.05595,27.65777,2552.45938
Z0394,1321.92687,590.93133,27.57761,2561.34723
Z0395,1318.74298,590.80749,27.57761,2569.88614
Z0396,1445.06551,616.23456,35.48299,2808.28724
Z0397,1400.63070,611.89458,39.09396,2772.18707
Z0398,1361.54995,607.12550,38.65003,2746.17109
Z0399,1461.18370,619.89774,25.84103,2843.24764
Z0400,1465.23270,621.71377,40.25678,2860.47529
Z0401,1440.37779,619.93740,35.42179,2843.48958
Z0402,1424.34944,618.80367,36.73555,2836.96494
Z0403,1465.16338,624.36686,39.00933,2889.93546
Z0404,1475.35200,624.84958,36.52828,2893.70889
Z0405,1469.63134,623.50565,35.42179,2878.69788
Z0406,1495.45430,625.62363,35.57239,2903.76096
Z0407,1526.10868,629.16128,56.30997,2949.10310
Z0408,1512.58887,629.04301,56.00787,2945.39278
Z0409,1403.02427,616.39299,28.28392,2823.93599
Z0410,1439.65840,621.72992,32.20661,2867.05498
Z0411,1471.52905,625.99792,37.08064,2912.23830
Z0412,1497.51518,628.43479,37.08064,2938.79194
Z0413,1491.35529,628.36978,48.14436,2942.18666
Z0414,1478.67446,627.27081,49.05386,2933.96308
Z0415,1438.83894,622.35897,37.59855,2888.20665
Z0416,1437.59161,622.11641,37.38008,2881.60833
Z0417,1432.39716,621.26331,31.97967,2869.71539
Z0418,1435.53075,621.49580,31.97967,2868.06046
Z0419,1397.24727,615.79920,34.57896,2826.96611
Z0420,1394.66625,615.42092,49.22915,2832.14870
Z0421,1471.05134,626.67834,67.88071,2933.43192
Z0422,1477.74220,628.05584,55.84822,2948.14980
Z0423,1415.12145,618.87626,62.20148,2865.70113
Z0424,1492.43199,630.31905,55.84822,2968.64516
Z0425,1484.74299,630.72895,31.48686,2960.20590
Z0426,1448.32338,625.75396,34.09536,2918.26916
Z0427,1473.84170,627.76192,33.08385,2937.69903
Z0428,1498.46809,629.09839,33.47123,2960.69928
Z0429,1449.55209,624.49803,32.65857,2907.06190
Z0430,1478.12806,626.41294,33.47123,2933.78223
Z0431,1776.78120,668.74576,74.21954,3152.81639
Z0432,1124.78153,531.40983,46.64388,2519.69493
Z0433,1125.34828,532.99576,52.83416,2535.44497
Z0434,1161.14250,546.03570,59.75380,2547.20306
Z0435,1195.58968,568.94189,68.95056,2664.73736
Z0436,1182.33932,553.62772,21.72630,2533.84609
Z0437,1174.37486,550.77516,19.65098,2504.59747
Z0438,1142.93924,538.81836,30.46083,2458.49893
Z0439,1041.20011,485.51608,54.29410,2335.90614
Z0440,1268.98670,584.03665,44.65321,2715.68456
Z0441,1175.18651,556.50445,63.64193,2616.17958
Z0443,993.27335,454.91382,26.64376,2215.09842
Z0444,995.32880,456.67164,26.64376,2205.94593
Z0445,962.55590,431.88032,18.28254,2134.38639
Z0446,969.11204,437.08532,18.28254,2145.93386
Z0447,985.72342,449.80096,30.77814,2175.56162
Z0448,969.71049,436.83345,30.20724,2182.70515
Z0449,978.05083,443.48393,30.20724,2191.73335
Z0450,1148.75717,546.31305,17.32297,2586.33329
Z0451,1152.28014,548.84786,23.77774,2596.87412
Z0452,1029.23749,475.95120,46.81362,2378.75453
Z0453,1112.01880,524.43853,46.64388,2485.99745
Z0454,1180.14662,556.02359,55.17789,2606.06314
Z0455,1083.60584,509.51027,61.40848,2426.59060
Z0456,1261.83167,580.09927,44.65321,2691.92949
Z0457,1180.66710,553.17106,27.60692,2556.44234
Z0458,1210.92385,566.48000,55.17789,2641.33886
Z0459,1231.37323,569.47257,24.22938,2624.53610
Z0460,1223.12324,566.79500,21.28488,2605.49583
Z0461,1214.57872,564.02238,25.98210,2585.06698
Z0462,1206.52365,561.38120,26.73097,2564.10164
Z0463,1193.92198,557.57545,22.09023,2555.32730
Z0464,1198.23845,558.66777,22.47676,2542.18550
Z0465,1191.50430,556.43136,24.85442,2523.07085
Z0466,1182.84376,553.53608,33.88565,2495.05976
Z0467,1306.09267,585.88372,51.62130,2688.87709
Z0468,1175.93088,551.26060,29.44293,2470.15801
Z0469,1139.68744,537.95054,20.35881,2420.10229
Z0470,1141.01032,538.38722,20.35881,2432.15286
Z0471,1145.70845,540.15849,19.93692,2448.26856
Z0472,1119.93731,529.27678,24.69708,2406.25043
Z0473,1101.90749,521.18333,26.39157,2358.76031
Z0474,1080.02325,509.88260,39.98039,2330.18233
Z0475,1100.93156,520.44268,26.39157,2371.03284
Z0476,1222.40704,565.62694,66.42946,2501.38511
Z0477,1153.48661,543.57380,36.85023,2410.48015
Z0478,1132.35537,535.29886,36.85023,2378.93245
Z0479,1175.17562,551.74431,25.97627,2450.63866
Z0480,1175.66424,551.60841,25.97627,2441.34355
Z0481,979.67398,442.90514,35.01682,2235.43716
Z0482,997.74966,454.81357,36.51947,2297.64240
Z0483,1266.93623,577.34738,42.52350,2563.84659
Z0484,1059.96662,499.87232,30.58427,2278.85761
Z0485,1099.45420,522.00755,27.05898,2378.61946
Z0486,1077.94161,510.40053,27.96953,2327.57087
Z0487,1040.32249,488.03006,23.61395,2243.55221
Z0488,1025.07702,477.75158,30.89447,2220.84821
Z0489,951.64073,416.23969,41.92819,2195.12160
Z0490,948.27080,407.64080,29.59102,2180.97620
Z0491,966.63434,431.03123,29.62666,2224.91124
Z0492,975.45596,438.39264,29.62666,2243.05203
Z0494,1006.99393,458.76413,15.75357,2336.83084
Z0496,1003.63665,457.35376,30.29855,2326.43434
Z0497,989.68825,447.62651,24.29372,2291.16424
Z0498,990.84743,447.86248,13.59039,2296.88278
Z0499,1026.90108,477.33569,25.12107,2289.84532
Z0500,1006.10968,463.11582,25.40178,2265.00495
Z0501,1018.14921,472.89245,27.85085,2224.80170
Z0502,1157.18812,544.67375,28.37399,2448.29784
Z0503,1011.17747,466.91138,25.39169,2265.29442
Z0504,993.16346,453.00148,35.01682,2261.92785
Z0505,992.21252,447.98178,11.71091,2302.25951
Z0506,1162.04025,546.36278,26.44556,2473.80571
Z0507,1170.75463,549.50043,21.72630,2512.46581
Z0508,1157.06146,544.35131,23.84016,2488.62716
Z0509,1108.18413,523.47455,31.47333,2400.53495
Z0510,1149.98578,541.37278,30.79077,2490.85874
Z0511,1172.37899,550.07192,22.49521,2529.90633
Z0512,1185.13875,554.69237,22.49521,2552.26682
Z0513,1199.99245,559.73422,18.58817,2575.17755
Z0514,1210.74622,563.23216,18.58817,2593.53978
Z0515,1514.10038,633.01431,11.73993,2852.69952
Z0516,1145.51223,543.74648,21.41369,2465.56129
Z0517,1157.35089,548.10921,29.51114,2477.22656
Z0518,1173.82417,554.05097,29.51114,2497.82894
Z0519,1130.59533,537.40996,10.37806,2454.95331
Z0520,1118.40716,531.75237,15.26779,2431.25655
Z0521,1106.89934,526.08625,13.93812,2407.90680
Z0523,1143.95451,543.19119,20.38170,2480.88374
Z0524,1154.26742,547.55383,20.28517,2499.22111
Z0525,1164.03789,551.54786,14.92246,2516.56631
Z0526,1175.85340,556.29435,15.39845,2535.83807
Z0527,1188.77934,561.29651,19.65259,2556.26686
Z0528,1199.78281,565.37886,13.77154,2574.17513
Z0529,1210.40520,569.18632,19.47086,2591.34113
Z0530,1239.06823,578.95736,15.89380,2634.32011
Z0531,1253.22572,582.77149,35.47638,2644.41782
Z0532,1168.75301,550.07378,26.49565,2456.22328
Z0533,1304.14867,597.00620,42.12414,2734.85988
Z0534,1226.48028,571.80006,35.23674,2620.00022
Z0535,1255.59849,582.94836,32.22220,2667.94474
Z0536,1282.45100,592.04190,47.52161,2697.48017
Z0537,1321.54466,602.19108,40.32860,2751.06282
Z0538,880.62982,362.55296,64.51962,1872.63604
Z0539,890.34328,370.22462,21.85141,1935.58215
Z0540,898.97754,377.60402,20.19775,1976.38393
Z0541,900.73442,378.16504,21.13006,1998.02808
Z0542,895.75854,373.88275,20.69437,1977.46128
Z0543,893.38339,370.85316,24.60035,1975.59080
Z0544,880.80744,359.25783,33.56134,1910.45336
Z0545,965.23597,425.95661,37.38588,2234.51186
Z0546,955.88753,416.25210,29.57875,2207.77354
Z0547,954.70953,410.06648,43.97916,2191.62600
Z0549,912.63709,378.53374,43.30391,2046.59394
Z0550,901.03412,371.26262,19.21848,2005.65259
Z0551,903.33701,371.98035,17.38599,1997.20079
Z0552,970.43671,427.66897,39.63554,2247.40658
Z0553,973.61356,434.73194,30.68799,2253.32651
Z0554,979.07495,437.73118,21.62243,2270.11927
Z0555,981.10374,437.55241,29.95065,2275.90664
Z0556,1032.84140,481.69949,45.66102,2279.76229
Z0557,1016.27411,470.63603,25.12107,2264.73661
Z0558,994.99795,454.94328,36.02857,2252.71854
Z0559,1153.15085,544.15829,26.49565,2429.75898
Z0560,1134.23124,536.52355,30.74896,2399.64916
Z0561,1109.72884,527.26271,25.58893,2401.46424
Z0562,1088.18634,516.04733,29.86886,2352.73979
Z0563,1046.68406,491.52289,32.19956,2250.20626
Z0564,1138.41811,541.24071,17.32297,2570.03778
Z0565,1287.71747,609.10179,34.04523,2810.92119
Z0566,1276.97073,602.85069,32.02947,2789.65281
Z0567,1382.44821,639.08026,25.82575,2952.35436
Z0568,1358.68657,629.33053,26.39700,2917.83389
Z0569,1282.43409,604.53040,22.04403,2811.46103
Z0570,1362.80514,634.60218,21.51458,2927.22300
Z0571,1189.13567,564.61162,28.07518,2671.01925
Z0572,1186.45944,560.77058,28.07518,2662.64194
Z0573,1163.81009,554.21383,21.87917,2634.17822
Z0574,1144.94644,533.32063,29.71146,2582.22223
Z0575,1129.14131,520.50352,34.18865,2544.89368
Z0576,1148.26581,531.17495,26.22642,2578.96806
Z0577,1148.33076,527.80863,30.63936,2570.85502
Z0578,1114.47249,507.59657,25.18704,2505.97283
Z0579,1124.24924,510.42941,25.18704,2516.09849
Z0580,1171.29229,529.23329,56.28608,2583.26176
Z0581,1194.19858,556.08719,28.93448,2659.56746
Z0582,1200.38311,550.26025,25.25544,2651.05971
Z0583,1103.93020,505.81370,28.64898,2498.77468
Z0584,1104.07171,508.96072,29.38912,2507.24494
Z0585,1095.01641,498.51631,28.64898,2476.54914
Z0586,1077.85846,491.11999,24.22588,2453.19633
Z0587,1089.43434,499.40947,26.85748,2478.30099
Z0588,1117.69488,518.53295,24.30926,2535.71909
Z0589,1121.44992,490.81144,45.51794,2417.25017
Z0590,1320.18645,552.85867,25.32017,2706.43483
Z0591,1213.98936,534.45664,44.73571,2608.97380
Z0592,1266.36843,583.80768,20.34307,2765.49394
Z0593,1304.25108,606.36469,22.08529,2834.49343
Z0594,1299.49578,609.48062,22.45802,2834.28148
Z0595,1406.79323,642.98721,19.15600,2982.26897
Z0596,1344.96752,630.54230,23.58313,2904.28743
Z0597,1442.97529,618.57143,37.68123,2871.13965
Z0598,1432.54854,615.05505,31.78669,2844.62498
Z0599,1417.56572,611.70302,41.92600,2817.20666
Z0600,1395.96405,607.56427,39.25334,2783.14563
Z0601,1404.44694,611.45663,27.70866,2811.57434
Z0602,1348.28516,600.02531,24.63745,2726.50372
Z0603,1367.77583,602.61590,31.08987,2744.54057
Z0604,1389.92035,605.19455,21.86312,2764.99598
Z0605,1529.90833,634.13761,32.07359,3007.77632
Z0606,1581.37048,638.35101,39.91321,3069.57208
Z0607,1497.80070,631.06353,28.81536,2969.69087
Z0608,1509.30150,631.70696,28.81536,2980.76124
Z0609,1521.18723,632.17640,28.98297,2991.87681
Z0610,1084.69877,491.62094,64.27352,2229.09113
Z0611,1097.93943,490.50919,59.52220,2234.23345
Z0612,1153.58326,506.81724,5.56840,2304.49532
Z0614,1156.38941,548.59630,24.56349,2492.51011
Z0615,1169.18861,553.37123,34.19651,2505.95297
Z0616,1185.61505,558.84790,33.47519,2522.64688
Z0617,1194.75142,561.17134,32.63806,2525.88916
Z0618,1098.31447,519.20856,34.98345,2415.44087
Z0619,1058.23815,499.32801,19.23347,2294.29628
Z0620,1416.45354,613.91235,27.70866,2831.23328
Z0621,872.98043,363.24824,26.82557,1761.18790
Z0622,871.70068,359.49472,45.77092,1763.39107
Z0623,868.71572,357.81021,24.98567,1745.76230
Z0624,869.86320,361.60890,27.78209,1717.52866
Z0625,868.09600,356.56965,24.98567,1755.12821
Z0626,869.32018,355.07872,24.62435,1796.48869
Z0627,869.01748,355.72045,21.12863,1776.72009
Z0628,867.65139,357.13459,43.50390,1735.03384
Z0629,872.58264,355.45985,20.22974,1837.01491
Z0630,874.34649,356.04696,12.13268,1857.28031
Z0631,875.72041,356.56865,20.55682,1864.24881
Z0632,877.76858,357.46340,20.55682,1883.69620
Z0633,876.41088,356.95283,11.98122,1876.97835
Z0634,886.72018,362.06493,32.63331,1916.36198
Z0635,886.50294,362.35956,32.63331,1897.17672
Z0636,883.87759,361.73143,29.31798,1863.57514
Z0637,883.27641,362.41638,29.31798,1838.92285
Z0638,882.99318,363.52242,29.78490,1812.73878
Z0639,962.47356,419.38913,13.64376,1966.66763
Z0640,950.98355,411.30407,31.73567,1935.01426
Z0641,965.91045,417.45812,41.88887,1984.67669
Z0642,1405.74903,618.16724,52.80455,2863.55759
Z0643,1220.35904,572.08096,55.69699,2592.90128
Z0644,874.83288,369.90669,16.47994,1666.80933
Z0645,1307.65428,543.26825,21.49076,2485.92102
Z0646,917.90914,392.16251,13.25647,1847.88980
Z0647,920.35631,393.45018,13.25647,1855.26651
Z0648,909.41342,385.54644,31.77887,1816.11095
Z0649,950.09987,413.55175,44.96721,1942.66119
Z0650,969.61767,430.08799,29.00353,2001.08768
Z0651,869.89728,359.16027,20.90393,1724.61961
Z0652,868.83918,359.71422,31.33188,1704.10874
Z0653,931.90470,419.80314,31.09844,1907.43838
Z0654,920.22512,411.98259,37.36872,1870.17708
Z0655,906.93198,402.11925,34.07959,1817.43194
Z0656,895.98192,392.50344,26.94781,1799.68390
Z0657,887.89021,383.77134,25.70326,1801.57484
Z0658,888.94988,381.69546,29.43411,1838.03644
Z0659,892.93142,386.92023,35.37267,1836.79166
Z0660,899.28961,393.91131,18.84583,1836.19460
Z0661,907.42167,401.48054,43.28362,1836.51436
