InputID,MEAN,STDDEV,MIN,MAX
Z1854,203.98244,75.21616,38.92781,340.20535
Z1855,218.54323,90.50399,14.10039,390.91242
Z1856,226.53760,101.50365,51.50229,446.09934
Z1857,152.45523,55.84773,28.47599,254.46484
Z1858,136.23508,62.80526,21.37273,257.27545
Z1859,135.76026,63.78702,21.37273,262.17307
Z1861,170.52898,79.13846,35.11712,341.71425
Z1864,123.94361,42.61036,32.22555,207.96349
Z1865,116.71896,45.11328,27.79620,207.03936
Z1866,98.86354,40.43258,29.17246,181.40969
Z1867,140.45007,48.87446,36.21452,222.20298
Z1868,151.17404,53.48471,35.65962,251.29950
Z1869,114.01980,46.47080,16.04843,214.30291
Z1870,96.58878,42.56626,14.21484,176.10589
Z1871,118.81728,43.99604,16.04843,219.98368
Z1872,107.37469,45.31218,13.54783,200.74551
Z1873,112.22155,40.18271,24.59716,182.74643
Z1874,152.30128,53.23720,43.26722,252.18718
Z1875,138.56508,46.86210,33.47621,224.99395
Z1876,183.21270,53.63855,27.74783,280.87838
Z1877,200.46688,85.92964,32.96009,377.44903
Z1878,197.57239,84.41322,32.96009,352.35172
Z1879,139.95218,53.15529,42.03067,237.28432
Z1880,136.65805,53.75757,38.63494,227.15777
Z1881,138.29718,52.71913,40.47858,227.47655
Z1882,131.00775,49.74141,38.79313,243.22028
Z1883,133.88862,49.14517,54.31014,230.83875
Z1884,159.71685,63.74348,25.44027,268.66951
Z1885,154.00863,62.93972,28.88565,262.17307
Z1887,174.84442,65.58307,31.78978,279.46353
Z1888,165.93077,67.31667,31.78978,286.06694
Z1889,174.67894,67.48291,39.50742,282.12534
Z1890,157.58068,66.70462,40.95820,277.55641
Z1891,221.20754,86.87951,50.16133,410.00242
Z1892,314.49179,89.04961,30.05573,460.13744
Z1893,337.13773,89.52542,30.05573,484.98478
Z1894,139.99483,52.99612,21.35776,238.52548
Z1895,135.99028,40.81499,40.55880,227.22678
Z1896,129.52203,52.13065,18.69999,242.76720
Z1897,128.08869,50.93685,18.69999,231.42204
Z1898,129.89878,54.35605,18.13544,238.80490
Z1899,129.42108,52.99031,18.13544,233.04556
Z1900,133.89904,57.10247,18.96165,247.73979
Z1901,137.20114,59.21306,18.96165,260.30469
Z1902,143.51201,63.46228,18.24765,274.97439
Z1903,145.04261,60.21788,18.24765,250.50429
Z1904,174.26521,67.62381,35.48280,282.34548
Z1905,182.68475,66.83164,35.05608,291.43622
Z1906,186.85057,64.71754,35.05608,293.98722
Z1907,166.19024,61.61958,35.16591,286.06694
Z1908,132.30061,56.16251,13.56852,241.13075
Z1909,130.22542,53.47683,13.56852,233.60372
Z1910,101.27068,51.05246,5.83449,203.77717
Z1911,126.64126,52.03574,13.77154,219.54247
Z1912,102.47469,45.36973,13.93812,187.56252
Z1913,100.80965,49.29958,12.19631,186.28017
Z1914,101.90945,51.72070,5.83449,208.12734
Z1915,119.38325,49.49144,14.92246,215.69544
Z1916,104.30337,49.60905,10.37806,205.11790
Z1917,140.49657,40.87925,46.89793,207.74016
Z1918,196.18543,86.20856,21.86312,347.48235
Z1919,128.89818,52.35421,12.55744,241.39593
Z1920,127.48763,51.09375,10.73895,219.45485
Z1922,146.94507,65.82604,25.61622,276.40846
Z1923,134.17549,34.36739,42.18848,193.75618
Z1924,128.76725,52.02171,10.73895,239.54615
Z1925,212.97386,61.19312,38.97195,319.61554
Z1926,160.23554,59.16628,19.76969,270.89335
Z1927,208.48254,70.06143,14.66242,317.94275
Z1928,145.45666,65.50651,31.39230,260.38301
Z1929,130.34096,51.79299,14.87854,220.82103
Z1931,130.67158,45.31288,19.90402,200.74828
Z1932,142.90228,63.42869,11.61936,267.24464
Z1933,151.65802,59.57172,33.09050,254.98511
Z1934,149.46383,71.92481,21.05776,290.03248
Z1935,136.65995,56.78057,12.57127,242.49089
Z1936,137.60980,59.20661,12.57127,253.44320
Z1937,139.41885,62.23293,11.61936,266.21096
Z1938,103.03788,37.63968,18.10135,176.21209
Z1939,95.92224,39.20365,26.21544,176.89739
Z1940,176.75224,67.54760,23.17416,295.33464
Z1941,194.63073,65.67054,24.46989,304.93938
Z1942,135.62580,49.53270,10.54795,232.39387
Z1943,134.67531,50.37330,10.54795,222.05066
Z1944,184.99879,68.65662,24.62236,291.99423
Z1946,127.80586,46.94300,50.80300,220.73925
Z1947,143.18794,51.40174,21.79870,233.60831
Z1948,107.96291,43.61517,21.09422,184.82860
Z1949,110.37822,50.91940,8.10741,201.68422
Z1950,151.79970,60.96221,32.02692,275.59061
Z1951,135.63447,58.70109,18.26900,248.36929
Z1952,109.50156,39.58988,19.12215,191.77270
Z1953,89.97137,38.35715,14.82356,164.91764
Z1954,90.18831,33.57975,14.74469,152.30378
Z1955,104.12679,40.95814,12.81809,174.70804
Z1956,105.74012,40.37089,17.28236,175.72033
Z1957,102.83965,39.60348,10.03572,170.93510
Z1958,100.65925,35.75893,20.79790,164.57566
Z1960,117.74662,46.40620,18.96589,188.08705
Z1961,104.08176,41.20200,17.23591,182.96985
Z1962,140.20622,63.53432,11.73782,265.87489
Z1963,255.79646,65.77507,56.46083,393.94776
Z1965,104.73566,40.91954,25.78017,184.83976
Z1968,123.63689,46.36212,14.94872,194.02725
Z1970,194.74023,72.80754,52.17841,328.72922
Z1971,113.58498,35.13307,16.47994,184.87399
Z1972,167.50493,63.61381,34.94884,286.64119
Z1973,116.58321,53.31152,17.66974,227.78764
Z1974,118.80611,49.39764,23.57659,218.54874
Z1975,130.58300,49.31229,35.61418,225.08399
Z1976,114.59861,60.62264,14.62731,254.67559
Z1977,172.89800,80.80647,11.47179,314.49019
Z1978,212.88762,101.03739,29.05185,459.34853
Z1979,146.12942,45.28185,31.82471,221.37792
Z1980,168.86124,63.24554,29.58781,284.17583
Z1981,173.71681,74.92065,28.28554,345.86622
Z1982,110.07273,41.06400,30.13801,181.68312
Z1983,174.43897,73.98635,28.28554,361.47916
Z1985,187.35892,61.16736,5.39297,312.16754
Z1986,187.87225,60.67379,5.39297,308.03199
Z1987,115.23744,46.32151,28.86312,197.87221
