,Plot_ID,Buildings_in_Community,Types_Community,Area_Community,Community_PV_Size,Bldg_share_in_community,Community_Meters,Bldg_share_in_meters_community,Num_EGIDs,Num_Occupants,Demand_Year_MWh,Community_PV_Subsidy
Z0203_Z0201_Z0202_Z1377,221,"['Z0203', 'Z0201', 'Z0202', 'Z1377']","['Residential', 'Residential', 'Residential', 'Residential']",8127.159583,1353,"[0.6171470805617147, 0.04138950480413895, 0.25203252032520324, 0.08943089430894309]",1702,"[0.5217391304347826, 0.00763807285546416, 0.4318448883666275, 0.038777908343125736]",10,3777,3868.888,407300
Z0203_Z0201_Z1363_Z1377,221,"['Z0203', 'Z0201', 'Z1363', 'Z1377']","['Residential', 'Residential', 'Commercial', 'Residential']",7032.901852,1170,"[0.7136752136752137, 0.04786324786324787, 0.13504273504273503, 0.10341880341880341]",970,"[0.9154639175257732, 0.013402061855670102, 0.003092783505154639, 0.06804123711340206]",12,2582,2028.976,352400
Z0203_Z0202_Z1363_Z1377,221,"['Z0203', 'Z0202', 'Z1363', 'Z1377']","['Residential', 'Residential', 'Commercial', 'Residential']",8737.811429,1455,"[0.5738831615120275, 0.23436426116838488, 0.10859106529209622, 0.0831615120274914]",1692,"[0.524822695035461, 0.43439716312056736, 0.0017730496453900709, 0.03900709219858156]",11,4194,4138.639,437900
Z0203_Z0201_Z0202,221,"['Z0203', 'Z0201', 'Z0202']","['Residential', 'Residential', 'Residential']",7400.084231,1232,"[0.6777597402597403, 0.045454545454545456, 0.2767857142857143]",1636,"[0.5427872860635696, 0.007946210268948655, 0.44926650366748166]",9,3631,3564.411,371000
Z0203_Z0201_Z1363,221,"['Z0203', 'Z0201', 'Z1363']","['Residential', 'Residential', 'Commercial']",6305.826499,1049,"[0.7959961868446139, 0.05338417540514776, 0.15061963775023832]",904,"[0.9823008849557522, 0.014380530973451327, 0.00331858407079646]",11,2436,1724.499,316100
Z0203_Z0201_Z1377,221,"['Z0203', 'Z0201', 'Z1377']","['Residential', 'Residential', 'Residential']",6080.906188,1012,"[0.825098814229249, 0.05533596837944664, 0.11956521739130435]",967,"[0.9183040330920372, 0.01344364012409514, 0.06825232678386763]",9,2139,1705.601,305000
Z0203_Z0202_Z1363,221,"['Z0203', 'Z0202', 'Z1363']","['Residential', 'Residential', 'Commercial']",8010.736077,1334,"[0.6259370314842578, 0.2556221889055472, 0.1184407796101949]",1626,"[0.5461254612546126, 0.45202952029520294, 0.0018450184501845018]",10,4048,3834.162,401600
Z0203_Z0202_Z1377,221,"['Z0203', 'Z0202', 'Z1377']","['Residential', 'Residential', 'Residential']",7785.815765,1297,"[0.643793369313801, 0.2629144178874325, 0.09329221279876639]",1689,"[0.5257548845470693, 0.4351687388987567, 0.03907637655417407]",8,3751,3815.264,390500
Z0203_Z1363_Z1377,221,"['Z0203', 'Z1363', 'Z1377']","['Residential', 'Commercial', 'Residential']",6691.558034,1114,"[0.7495511669658886, 0.14183123877917414, 0.10861759425493717]",957,"[0.9278996865203761, 0.003134796238244514, 0.06896551724137931]",10,2556,1975.352,335600
Z0203_Z0201,221,"['Z0203', 'Z0201']","['Residential', 'Residential']",5353.830835,891,"[0.9371492704826038, 0.06285072951739619]",901,"[0.9855715871254163, 0.014428412874583796]",8,1993,1401.124,268700
Z0203_Z0202,221,"['Z0203', 'Z0202']","['Residential', 'Residential']",7058.740412,1176,"[0.7100340136054422, 0.28996598639455784]",1623,"[0.5471349353049908, 0.45286506469500926]",7,3605,3510.787,354200
Z0203_Z1363,221,"['Z0203', 'Z1363']","['Residential', 'Commercial']",5964.482681,993,"[0.8408862034239678, 0.15911379657603222]",891,"[0.9966329966329966, 0.003367003367003367]",9,2410,1670.875,299300
Z0203_Z1377,221,"['Z0203', 'Z1377']","['Residential', 'Residential']",5739.562369,956,"[0.8734309623430963, 0.12656903765690378]",954,"[0.9308176100628931, 0.06918238993710692]",7,2113,1651.977,288200
Z0583_Z0584_Z0585_Z0586_Z0587,221,"['Z0583', 'Z0584', 'Z0585', 'Z0586', 'Z0587']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1575.685782,260,"[0.13076923076923078, 0.25769230769230766, 0.13076923076923078, 0.25384615384615383, 0.22692307692307692]",104,"[0.11538461538461539, 0.23076923076923078, 0.1346153846153846, 0.2692307692307692, 0.25]",8,221,463.022,79400
Z0583_Z0584_Z0585_Z0586,221,"['Z0583', 'Z0584', 'Z0585', 'Z0586']","['Residential', 'Residential', 'Residential', 'Residential']",1216.834894,201,"[0.1691542288557214, 0.3333333333333333, 0.1691542288557214, 0.3283582089552239]",78,"[0.15384615384615385, 0.3076923076923077, 0.1794871794871795, 0.358974358974359]",6,167,350.344,61700
Z0583_Z0584_Z0585_Z0587,221,"['Z0583', 'Z0584', 'Z0585', 'Z0587']","['Residential', 'Residential', 'Residential', 'Residential']",1175.447304,194,"[0.17525773195876287, 0.34536082474226804, 0.17525773195876287, 0.30412371134020616]",76,"[0.15789473684210525, 0.3157894736842105, 0.18421052631578946, 0.34210526315789475]",6,161,337.351,59600
Z0583_Z0584_Z0586_Z0587,221,"['Z0583', 'Z0584', 'Z0586', 'Z0587']","['Residential', 'Residential', 'Residential', 'Residential']",1366.364739,226,"[0.1504424778761062, 0.29646017699115046, 0.2920353982300885, 0.2610619469026549]",90,"[0.13333333333333333, 0.26666666666666666, 0.3111111111111111, 0.28888888888888886]",7,190,397.28,69200
Z0583_Z0585_Z0586_Z0587,221,"['Z0583', 'Z0585', 'Z0586', 'Z0587']","['Residential', 'Residential', 'Residential', 'Residential']",1173.086048,193,"[0.17616580310880828, 0.17616580310880828, 0.34196891191709844, 0.30569948186528495]",80,"[0.15, 0.175, 0.35, 0.325]",6,171,357.665,59300
Z0583_Z0584_Z0585,221,"['Z0583', 'Z0584', 'Z0585']","['Residential', 'Residential', 'Residential']",816.5964155,135,"[0.2518518518518518, 0.4962962962962963, 0.2518518518518518]",50,"[0.24, 0.48, 0.28]",4,107,224.673,41900
Z0583_Z0584_Z0586,221,"['Z0583', 'Z0584', 'Z0586']","['Residential', 'Residential', 'Residential']",1007.513851,167,"[0.20359281437125748, 0.40119760479041916, 0.39520958083832336]",64,"[0.1875, 0.375, 0.4375]",5,136,284.602,51500
Z0583_Z0584_Z0587,221,"['Z0583', 'Z0584', 'Z0587']","['Residential', 'Residential', 'Residential']",966.1262613,160,"[0.2125, 0.41875, 0.36875]",62,"[0.1935483870967742, 0.3870967741935484, 0.41935483870967744]",5,130,271.609,49400
Z0583_Z0585_Z0586,221,"['Z0583', 'Z0585', 'Z0586']","['Residential', 'Residential', 'Residential']",814.2351594,134,"[0.2537313432835821, 0.2537313432835821, 0.4925373134328358]",54,"[0.2222222222222222, 0.25925925925925924, 0.5185185185185185]",4,117,244.987,41600
Z0583_Z0585_Z0587,221,"['Z0583', 'Z0585', 'Z0587']","['Residential', 'Residential', 'Residential']",772.8475701,127,"[0.2677165354330709, 0.2677165354330709, 0.4645669291338583]",52,"[0.23076923076923078, 0.2692307692307692, 0.5]",4,111,231.994,39500
Z0583_Z0586_Z0587,221,"['Z0583', 'Z0586', 'Z0587']","['Residential', 'Residential', 'Residential']",963.7650052,159,"[0.2138364779874214, 0.41509433962264153, 0.3710691823899371]",66,"[0.18181818181818182, 0.42424242424242425, 0.3939393939393939]",5,140,291.923,49100
Z0583_Z0584,221,"['Z0583', 'Z0584']","['Residential', 'Residential']",607.2753724,101,"[0.33663366336633666, 0.6633663366336634]",36,"[0.3333333333333333, 0.6666666666666666]",3,76,158.931,31700
Z0583_Z0585,221,"['Z0583', 'Z0585']","['Residential', 'Residential']",413.9966813,68,"[0.5, 0.5]",26,"[0.46153846153846156, 0.5384615384615384]",2,57,119.316,24720
Z0583_Z0586,221,"['Z0583', 'Z0586']","['Residential', 'Residential']",604.9141163,100,"[0.34, 0.66]",40,"[0.3, 0.7]",3,86,179.245,31400
Z0583_Z0587,221,"['Z0583', 'Z0587']","['Residential', 'Residential']",563.5265271,93,"[0.3655913978494624, 0.6344086021505376]",38,"[0.3157894736842105, 0.6842105263157895]",3,80,166.252,33220
Z0584_Z0583_Z0587,221,"['Z0584', 'Z0583', 'Z0587']","['Residential', 'Residential', 'Residential']",966.1262613,160,"[0.41875, 0.2125, 0.36875]",62,"[0.3870967741935484, 0.1935483870967742, 0.41935483870967744]",5,130,271.609,49400
Z0584_Z0583,221,"['Z0584', 'Z0583']","['Residential', 'Residential']",607.2753724,101,"[0.6633663366336634, 0.33663366336633666]",36,"[0.6666666666666666, 0.3333333333333333]",3,76,158.931,31700
Z0584_Z0587,221,"['Z0584', 'Z0587']","['Residential', 'Residential']",761.4506231,126,"[0.5317460317460317, 0.46825396825396826]",50,"[0.48, 0.52]",4,104,218.035,39200
Z0585_Z0583_Z0586_Z0587,221,"['Z0585', 'Z0583', 'Z0586', 'Z0587']","['Residential', 'Residential', 'Residential', 'Residential']",1173.086048,193,"[0.17616580310880828, 0.17616580310880828, 0.34196891191709844, 0.30569948186528495]",80,"[0.175, 0.15, 0.35, 0.325]",6,171,357.665,59300
Z0585_Z0583_Z0586,221,"['Z0585', 'Z0583', 'Z0586']","['Residential', 'Residential', 'Residential']",814.2351594,134,"[0.2537313432835821, 0.2537313432835821, 0.4925373134328358]",54,"[0.25925925925925924, 0.2222222222222222, 0.5185185185185185]",4,117,244.987,41600
Z0585_Z0583_Z0587,221,"['Z0585', 'Z0583', 'Z0587']","['Residential', 'Residential', 'Residential']",772.8475701,127,"[0.2677165354330709, 0.2677165354330709, 0.4645669291338583]",52,"[0.2692307692307692, 0.23076923076923078, 0.5]",4,111,231.994,39500
Z0585_Z0586_Z0587,221,"['Z0585', 'Z0586', 'Z0587']","['Residential', 'Residential', 'Residential']",968.41041,159,"[0.2138364779874214, 0.41509433962264153, 0.3710691823899371]",68,"[0.20588235294117646, 0.4117647058823529, 0.38235294117647056]",5,145,304.091,49100
Z0585_Z0583,221,"['Z0585', 'Z0583']","['Residential', 'Residential']",413.9966813,68,"[0.5, 0.5]",26,"[0.5384615384615384, 0.46153846153846156]",2,57,119.316,24720
Z0585_Z0586,221,"['Z0585', 'Z0586']","['Residential', 'Residential']",609.5595212,100,"[0.34, 0.66]",42,"[0.3333333333333333, 0.6666666666666666]",3,91,191.413,31400
Z0585_Z0587,221,"['Z0585', 'Z0587']","['Residential', 'Residential']",568.1719319,93,"[0.3655913978494624, 0.6344086021505376]",40,"[0.35, 0.65]",3,85,178.42,33220
Z0586_Z0201_Z0583_Z0585_Z0587,221,"['Z0586', 'Z0201', 'Z0583', 'Z0585', 'Z0587']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1514.429867,249,"[0.26506024096385544, 0.2248995983935743, 0.13654618473895583, 0.13654618473895583, 0.23694779116465864]",93,"[0.3010752688172043, 0.13978494623655913, 0.12903225806451613, 0.15053763440860216, 0.27956989247311825]",8,197,411.289,76100
Z0586_Z0201_Z0583_Z0585,221,"['Z0586', 'Z0201', 'Z0583', 'Z0585']","['Residential', 'Residential', 'Residential', 'Residential']",1155.578978,190,"[0.3473684210526316, 0.29473684210526313, 0.17894736842105263, 0.17894736842105263]",67,"[0.417910447761194, 0.19402985074626866, 0.1791044776119403, 0.208955223880597]",6,143,298.611,58400
Z0586_Z0201_Z0583_Z0587,221,"['Z0586', 'Z0201', 'Z0583', 'Z0587']","['Residential', 'Residential', 'Residential', 'Residential']",1305.108824,215,"[0.30697674418604654, 0.26046511627906976, 0.15813953488372093, 0.2744186046511628]",79,"[0.35443037974683544, 0.16455696202531644, 0.1518987341772152, 0.3291139240506329]",7,166,345.547,65900
Z0586_Z0201_Z0585_Z0587,221,"['Z0586', 'Z0201', 'Z0585', 'Z0587']","['Residential', 'Residential', 'Residential', 'Residential']",1309.754228,215,"[0.30697674418604654, 0.26046511627906976, 0.15813953488372093, 0.2744186046511628]",81,"[0.345679012345679, 0.16049382716049382, 0.1728395061728395, 0.32098765432098764]",7,171,357.715,65900
Z0586_Z0583_Z0585_Z0587,221,"['Z0586', 'Z0583', 'Z0585', 'Z0587']","['Residential', 'Residential', 'Residential', 'Residential']",1173.086048,193,"[0.34196891191709844, 0.17616580310880828, 0.17616580310880828, 0.30569948186528495]",80,"[0.35, 0.15, 0.175, 0.325]",6,171,357.665,59300
Z0586_Z0201_Z0583,221,"['Z0586', 'Z0201', 'Z0583']","['Residential', 'Residential', 'Residential']",946.2579347,156,"[0.4230769230769231, 0.358974358974359, 0.21794871794871795]",53,"[0.5283018867924528, 0.24528301886792453, 0.22641509433962265]",5,112,232.869,48200
Z0586_Z0201_Z0585,221,"['Z0586', 'Z0201', 'Z0585']","['Residential', 'Residential', 'Residential']",950.9033396,156,"[0.4230769230769231, 0.358974358974359, 0.21794871794871795]",55,"[0.509090909090909, 0.23636363636363636, 0.2545454545454545]",5,117,245.037,48200
Z0586_Z0201_Z0587,221,"['Z0586', 'Z0201', 'Z0587']","['Residential', 'Residential', 'Residential']",1100.433185,181,"[0.36464088397790057, 0.30939226519337015, 0.3259668508287293]",67,"[0.417910447761194, 0.19402985074626866, 0.3880597014925373]",6,140,291.973,55700
Z0586_Z0583_Z0585,221,"['Z0586', 'Z0583', 'Z0585']","['Residential', 'Residential', 'Residential']",814.2351594,134,"[0.4925373134328358, 0.2537313432835821, 0.2537313432835821]",54,"[0.5185185185185185, 0.2222222222222222, 0.25925925925925924]",4,117,244.987,41600
Z0586_Z0583_Z0587,221,"['Z0586', 'Z0583', 'Z0587']","['Residential', 'Residential', 'Residential']",963.7650052,159,"[0.41509433962264153, 0.2138364779874214, 0.3710691823899371]",66,"[0.42424242424242425, 0.18181818181818182, 0.3939393939393939]",5,140,291.923,49100
Z0586_Z0585_Z0587,221,"['Z0586', 'Z0585', 'Z0587']","['Residential', 'Residential', 'Residential']",968.41041,159,"[0.41509433962264153, 0.2138364779874214, 0.3710691823899371]",68,"[0.4117647058823529, 0.20588235294117646, 0.38235294117647056]",5,145,304.091,49100
Z0586_Z0201,221,"['Z0586', 'Z0201']","['Residential', 'Residential']",741.5822965,122,"[0.5409836065573771, 0.45901639344262296]",41,"[0.6829268292682927, 0.3170731707317073]",4,86,179.295,38000
Z0586_Z0583,221,"['Z0586', 'Z0583']","['Residential', 'Residential']",604.9141163,100,"[0.66, 0.34]",40,"[0.7, 0.3]",3,86,179.245,31400
Z0586_Z0585,221,"['Z0586', 'Z0585']","['Residential', 'Residential']",609.5595212,100,"[0.66, 0.34]",42,"[0.6666666666666666, 0.3333333333333333]",3,91,191.413,31400
Z0586_Z0587,221,"['Z0586', 'Z0587']","['Residential', 'Residential']",759.089367,125,"[0.528, 0.472]",54,"[0.5185185185185185, 0.48148148148148145]",4,114,238.349,38900
Z0587_Z0583_Z0584_Z0585_Z0586,221,"['Z0587', 'Z0583', 'Z0584', 'Z0585', 'Z0586']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1575.685782,260,"[0.22692307692307692, 0.13076923076923078, 0.25769230769230766, 0.13076923076923078, 0.25384615384615383]",104,"[0.25, 0.11538461538461539, 0.23076923076923078, 0.1346153846153846, 0.2692307692307692]",8,221,463.022,79400
Z0587_Z0583_Z0584_Z0585,221,"['Z0587', 'Z0583', 'Z0584', 'Z0585']","['Residential', 'Residential', 'Residential', 'Residential']",1175.447304,194,"[0.30412371134020616, 0.17525773195876287, 0.34536082474226804, 0.17525773195876287]",76,"[0.34210526315789475, 0.15789473684210525, 0.3157894736842105, 0.18421052631578946]",6,161,337.351,59600
Z0587_Z0583_Z0584_Z0586,221,"['Z0587', 'Z0583', 'Z0584', 'Z0586']","['Residential', 'Residential', 'Residential', 'Residential']",1366.364739,226,"[0.2610619469026549, 0.1504424778761062, 0.29646017699115046, 0.2920353982300885]",90,"[0.28888888888888886, 0.13333333333333333, 0.26666666666666666, 0.3111111111111111]",7,190,397.28,69200
Z0587_Z0583_Z0585_Z0586,221,"['Z0587', 'Z0583', 'Z0585', 'Z0586']","['Residential', 'Residential', 'Residential', 'Residential']",1173.086048,193,"[0.30569948186528495, 0.17616580310880828, 0.17616580310880828, 0.34196891191709844]",80,"[0.325, 0.15, 0.175, 0.35]",6,171,357.665,59300
Z0587_Z0584_Z0585_Z0586,221,"['Z0587', 'Z0584', 'Z0585', 'Z0586']","['Residential', 'Residential', 'Residential', 'Residential']",1371.010144,226,"[0.2610619469026549, 0.29646017699115046, 0.1504424778761062, 0.2920353982300885]",92,"[0.2826086956521739, 0.2608695652173913, 0.15217391304347827, 0.30434782608695654]",7,195,409.448,69200
Z0587_Z0583_Z0584,221,"['Z0587', 'Z0583', 'Z0584']","['Residential', 'Residential', 'Residential']",966.1262613,160,"[0.36875, 0.2125, 0.41875]",62,"[0.41935483870967744, 0.1935483870967742, 0.3870967741935484]",5,130,271.609,49400
Z0587_Z0583_Z0585,221,"['Z0587', 'Z0583', 'Z0585']","['Residential', 'Residential', 'Residential']",772.8475701,127,"[0.4645669291338583, 0.2677165354330709, 0.2677165354330709]",52,"[0.5, 0.23076923076923078, 0.2692307692307692]",4,111,231.994,39500
Z0587_Z0583_Z0586,221,"['Z0587', 'Z0583', 'Z0586']","['Residential', 'Residential', 'Residential']",963.7650052,159,"[0.3710691823899371, 0.2138364779874214, 0.41509433962264153]",66,"[0.3939393939393939, 0.18181818181818182, 0.42424242424242425]",5,140,291.923,49100
Z0587_Z0584_Z0585,221,"['Z0587', 'Z0584', 'Z0585']","['Residential', 'Residential', 'Residential']",970.7716661,160,"[0.36875, 0.41875, 0.2125]",64,"[0.40625, 0.375, 0.21875]",5,135,283.777,49400
Z0587_Z0584_Z0586,221,"['Z0587', 'Z0584', 'Z0586']","['Residential', 'Residential', 'Residential']",1161.689101,192,"[0.3072916666666667, 0.3489583333333333, 0.34375]",78,"[0.3333333333333333, 0.3076923076923077, 0.358974358974359]",6,164,343.706,59000
Z0587_Z0585_Z0586,221,"['Z0587', 'Z0585', 'Z0586']","['Residential', 'Residential', 'Residential']",968.41041,159,"[0.3710691823899371, 0.2138364779874214, 0.41509433962264153]",68,"[0.38235294117647056, 0.20588235294117646, 0.4117647058823529]",5,145,304.091,49100
Z0587_Z0583,221,"['Z0587', 'Z0583']","['Residential', 'Residential']",563.5265271,93,"[0.6344086021505376, 0.3655913978494624]",38,"[0.6842105263157895, 0.3157894736842105]",3,80,166.252,33220
Z0587_Z0584,221,"['Z0587', 'Z0584']","['Residential', 'Residential']",761.4506231,126,"[0.46825396825396826, 0.5317460317460317]",50,"[0.52, 0.48]",4,104,218.035,39200
Z0587_Z0585,221,"['Z0587', 'Z0585']","['Residential', 'Residential']",568.1719319,93,"[0.6344086021505376, 0.3655913978494624]",40,"[0.65, 0.35]",3,85,178.42,33220
Z0587_Z0586,221,"['Z0587', 'Z0586']","['Residential', 'Residential']",759.089367,125,"[0.472, 0.528]",54,"[0.48148148148148145, 0.5185185185185185]",4,114,238.349,38900
Z1299_Z1300_Z1303_Z1305,221,"['Z1299', 'Z1300', 'Z1303', 'Z1305']","['Residential', 'Residential', 'Residential', 'Residential']",1553.658287,256,"[0.125, 0.3828125, 0.23046875, 0.26171875]",100,"[0.12, 0.42, 0.22, 0.24]",8,210,437.622,78200
Z1299_Z1300_Z1303,221,"['Z1299', 'Z1300', 'Z1303']","['Residential', 'Residential', 'Residential']",1147.062641,189,"[0.1693121693121693, 0.5185185185185185, 0.31216931216931215]",76,"[0.15789473684210525, 0.5526315789473685, 0.2894736842105263]",6,159,331.218,58100
Z1299_Z1300_Z1305,221,"['Z1299', 'Z1300', 'Z1305']","['Residential', 'Residential', 'Residential']",1196.25704,197,"[0.16243654822335024, 0.49746192893401014, 0.3401015228426396]",78,"[0.15384615384615385, 0.5384615384615384, 0.3076923076923077]",6,165,344.088,60500
Z1299_Z1303_Z1305,221,"['Z1299', 'Z1303', 'Z1305']","['Residential', 'Residential', 'Residential']",960.6997066,158,"[0.20253164556962025, 0.37341772151898733, 0.4240506329113924]",58,"[0.20689655172413793, 0.3793103448275862, 0.41379310344827586]",5,121,251.427,48800
Z1299_Z1300,221,"['Z1299', 'Z1300']","['Residential', 'Residential']",789.6613939,130,"[0.24615384615384617, 0.7538461538461538]",54,"[0.2222222222222222, 0.7777777777777778]",4,114,237.684,40400
Z1299_Z1303,221,"['Z1299', 'Z1303']","['Residential', 'Residential']",554.1040602,91,"[0.3516483516483517, 0.6483516483516484]",34,"[0.35294117647058826, 0.6470588235294118]",3,70,145.023,32540
Z1299_Z1305,221,"['Z1299', 'Z1305']","['Residential', 'Residential']",603.2984595,99,"[0.32323232323232326, 0.6767676767676768]",36,"[0.3333333333333333, 0.6666666666666666]",3,76,157.893,35260
Z1300_Z1299_Z1303_Z1377,221,"['Z1300', 'Z1299', 'Z1303', 'Z1377']","['Residential', 'Residential', 'Residential', 'Residential']",1874.137994,310,"[0.3161290322580645, 0.1032258064516129, 0.19032258064516128, 0.3903225806451613]",142,"[0.29577464788732394, 0.08450704225352113, 0.15492957746478872, 0.4647887323943662]",7,305,635.695,94400
Z1300_Z1299_Z1303,221,"['Z1300', 'Z1299', 'Z1303']","['Residential', 'Residential', 'Residential']",1147.062641,189,"[0.5185185185185185, 0.1693121693121693, 0.31216931216931215]",76,"[0.5526315789473685, 0.15789473684210525, 0.2894736842105263]",6,159,331.218,58100
Z1300_Z1299_Z1377,221,"['Z1300', 'Z1299', 'Z1377']","['Residential', 'Residential', 'Residential']",1516.736746,251,"[0.3904382470119522, 0.12749003984063745, 0.4820717131474104]",120,"[0.35, 0.1, 0.55]",5,260,542.161,76700
Z1300_Z1303_Z1377,221,"['Z1300', 'Z1303', 'Z1377']","['Residential', 'Residential', 'Residential']",1677.435181,278,"[0.35251798561151076, 0.21223021582733814, 0.4352517985611511]",130,"[0.3230769230769231, 0.16923076923076924, 0.5076923076923077]",6,280,584.206,84800
Z1300_Z1299,221,"['Z1300', 'Z1299']","['Residential', 'Residential']",789.6613939,130,"[0.7538461538461538, 0.24615384615384617]",54,"[0.7777777777777778, 0.2222222222222222]",4,114,237.684,40400
Z1300_Z1303,221,"['Z1300', 'Z1303']","['Residential', 'Residential']",950.359828,157,"[0.6242038216560509, 0.37579617834394907]",64,"[0.65625, 0.34375]",5,134,279.729,48500
Z1300_Z1377,221,"['Z1300', 'Z1377']","['Residential', 'Residential']",1320.033933,219,"[0.4474885844748858, 0.5525114155251142]",108,"[0.3888888888888889, 0.6111111111111112]",4,235,490.672,67100
Z1301_Z1304_Z1305,221,"['Z1301', 'Z1304', 'Z1305']","['Residential', 'Residential', 'Residential']",1016.831172,168,"[0.4107142857142857, 0.19047619047619047, 0.39880952380952384]",60,"[0.4166666666666667, 0.18333333333333332, 0.4]",5,127,266.111,51800
Z1301_Z1304,221,"['Z1301', 'Z1304']","['Residential', 'Residential']",610.2355253,101,"[0.6831683168316832, 0.31683168316831684]",36,"[0.6944444444444444, 0.3055555555555556]",3,76,159.707,31700
Z1301_Z1305,221,"['Z1301', 'Z1305']","['Residential', 'Residential']",824.4267836,136,"[0.5073529411764706, 0.49264705882352944]",49,"[0.5102040816326531, 0.4897959183673469]",4,103,215.75,42200
Z1303_Z1299_Z1300_Z1305,221,"['Z1303', 'Z1299', 'Z1300', 'Z1305']","['Residential', 'Residential', 'Residential', 'Residential']",1553.658287,256,"[0.23046875, 0.125, 0.3828125, 0.26171875]",100,"[0.22, 0.12, 0.42, 0.24]",8,210,437.622,78200
Z1303_Z1299_Z1300,221,"['Z1303', 'Z1299', 'Z1300']","['Residential', 'Residential', 'Residential']",1147.062641,189,"[0.31216931216931215, 0.1693121693121693, 0.5185185185185185]",76,"[0.2894736842105263, 0.15789473684210525, 0.5526315789473685]",6,159,331.218,58100
Z1303_Z1299_Z1305,221,"['Z1303', 'Z1299', 'Z1305']","['Residential', 'Residential', 'Residential']",960.6997066,158,"[0.37341772151898733, 0.20253164556962025, 0.4240506329113924]",58,"[0.3793103448275862, 0.20689655172413793, 0.41379310344827586]",5,121,251.427,48800
Z1303_Z1300_Z1305,221,"['Z1303', 'Z1300', 'Z1305']","['Residential', 'Residential', 'Residential']",1356.955474,224,"[0.26339285714285715, 0.4375, 0.29910714285714285]",88,"[0.25, 0.4772727272727273, 0.2727272727272727]",7,185,386.133,68600
Z1303_Z1299,221,"['Z1303', 'Z1299']","['Residential', 'Residential']",554.1040602,91,"[0.6483516483516484, 0.3516483516483517]",34,"[0.6470588235294118, 0.35294117647058826]",3,70,145.023,32540
Z1303_Z1300,221,"['Z1303', 'Z1300']","['Residential', 'Residential']",950.359828,157,"[0.37579617834394907, 0.6242038216560509]",64,"[0.34375, 0.65625]",5,134,279.729,48500
Z1303_Z1305,221,"['Z1303', 'Z1305']","['Residential', 'Residential']",763.9968935,126,"[0.46825396825396826, 0.5317460317460317]",46,"[0.4782608695652174, 0.5217391304347826]",4,96,199.938,39200
Z1304_Z1301_Z1305,221,"['Z1304', 'Z1301', 'Z1305']","['Residential', 'Residential', 'Residential']",1016.831172,168,"[0.19047619047619047, 0.4107142857142857, 0.39880952380952384]",60,"[0.18333333333333332, 0.4166666666666667, 0.4]",5,127,266.111,51800
Z1304_Z1301,221,"['Z1304', 'Z1301']","['Residential', 'Residential']",610.2355253,101,"[0.31683168316831684, 0.6831683168316832]",36,"[0.3055555555555556, 0.6944444444444444]",3,76,159.707,31700
Z1304_Z1305,221,"['Z1304', 'Z1305']","['Residential', 'Residential']",599.0000346,99,"[0.32323232323232326, 0.6767676767676768]",35,"[0.3142857142857143, 0.6857142857142857]",3,75,156.765,35260
Z1305_Z1299_Z1301_Z1303_Z1304,221,"['Z1305', 'Z1299', 'Z1301', 'Z1303', 'Z1304']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1570.935232,259,"[0.25868725868725867, 0.12355212355212356, 0.26640926640926643, 0.2277992277992278, 0.12355212355212356]",94,"[0.2553191489361702, 0.1276595744680851, 0.26595744680851063, 0.23404255319148937, 0.11702127659574468]",8,197,411.134,79100
Z1305_Z1299_Z1301_Z1303,221,"['Z1305', 'Z1299', 'Z1301', 'Z1303']","['Residential', 'Residential', 'Residential', 'Residential']",1378.530844,227,"[0.29515418502202645, 0.14096916299559473, 0.3039647577092511, 0.2599118942731278]",83,"[0.2891566265060241, 0.14457831325301204, 0.30120481927710846, 0.26506024096385544]",7,173,360.773,69500
Z1305_Z1299_Z1301_Z1304,221,"['Z1305', 'Z1299', 'Z1301', 'Z1304']","['Residential', 'Residential', 'Residential', 'Residential']",1213.533985,200,"[0.335, 0.16, 0.345, 0.16]",72,"[0.3333333333333333, 0.16666666666666666, 0.3472222222222222, 0.1527777777777778]",6,152,317.6,61400
Z1305_Z1299_Z1303_Z1304,221,"['Z1305', 'Z1299', 'Z1303', 'Z1304']","['Residential', 'Residential', 'Residential', 'Residential']",1153.104095,190,"[0.3526315789473684, 0.16842105263157894, 0.3105263157894737, 0.16842105263157894]",69,"[0.34782608695652173, 0.17391304347826086, 0.3188405797101449, 0.15942028985507245]",6,145,301.788,58400
Z1305_Z1301_Z1303_Z1304,221,"['Z1305', 'Z1301', 'Z1303', 'Z1304']","['Residential', 'Residential', 'Residential', 'Residential']",1374.232419,227,"[0.29515418502202645, 0.3039647577092511, 0.2599118942731278, 0.14096916299559473]",82,"[0.2926829268292683, 0.3048780487804878, 0.2682926829268293, 0.13414634146341464]",7,172,359.645,69500
Z1305_Z1299_Z1301,221,"['Z1305', 'Z1299', 'Z1301']","['Residential', 'Residential', 'Residential']",1021.129597,168,"[0.39880952380952384, 0.19047619047619047, 0.4107142857142857]",61,"[0.39344262295081966, 0.19672131147540983, 0.4098360655737705]",5,128,267.239,51800
