,Plot_ID,Buildings_in_Community,Types_Community,Area_Community,Community_PV_Size,Bldg_share_in_community,Community_Meters,Bldg_share_in_meters_community,Num_EGIDs,Num_Occupants,Demand_Year_MWh,Community_PV_Subsidy
Z1417_Z1433_Z1436_Z1437,21,"['Z1417', 'Z1433', 'Z1436', 'Z1437']","['Residential', 'Residential', 'Residential', 'Residential']",3781.937219,629,"[0.6343402225755167, 0.13354531001589826, 0.13354531001589826, 0.0985691573926868]",736,"[0.8831521739130435, 0.04755434782608696, 0.03940217391304348, 0.029891304347826088]",10,1620,1715.257,190100
Z1417_Z1434_Z1436_Z1437,21,"['Z1417', 'Z1434', 'Z1436', 'Z1437']","['Residential', 'Residential', 'Residential', 'Residential']",3777.340562,628,"[0.6353503184713376, 0.1321656050955414, 0.1337579617834395, 0.09872611464968153]",735,"[0.8843537414965986, 0.04625850340136054, 0.03945578231292517, 0.029931972789115645]",10,1619,1713.814,189800
Z1417_Z1433_Z1434,21,"['Z1417', 'Z1433', 'Z1434']","['Residential', 'Residential', 'Residential']",3403.607372,566,"[0.7049469964664311, 0.14840989399293286, 0.14664310954063603]",719,"[0.9040333796940194, 0.048678720445062586, 0.04728789986091794]",9,1585,1642.493,171200
Z1417_Z1433_Z1436,21,"['Z1417', 'Z1433', 'Z1436']","['Residential', 'Residential', 'Residential']",3407.231217,567,"[0.7037037037037037, 0.14814814814814814, 0.14814814814814814]",714,"[0.9103641456582633, 0.049019607843137254, 0.04061624649859944]",9,1573,1617.224,171500
Z1417_Z1433_Z1437,21,"['Z1417', 'Z1433', 'Z1437']","['Residential', 'Residential', 'Residential']",3277.211109,545,"[0.7321100917431193, 0.15412844036697249, 0.11376146788990826]",707,"[0.9193776520509194, 0.04950495049504951, 0.031117397454031116]",9,1557,1583.213,164900
Z1417_Z1434_Z1436,21,"['Z1417', 'Z1434', 'Z1436']","['Residential', 'Residential', 'Residential']",3402.634559,566,"[0.7049469964664311, 0.14664310954063603, 0.14840989399293286]",713,"[0.9116409537166901, 0.047685834502103785, 0.04067321178120617]",9,1572,1615.781,171200
Z1417_Z1434_Z1437,21,"['Z1417', 'Z1434', 'Z1437']","['Residential', 'Residential', 'Residential']",3272.614451,544,"[0.7334558823529411, 0.15257352941176472, 0.11397058823529412]",706,"[0.9206798866855525, 0.04815864022662889, 0.031161473087818695]",9,1556,1581.77,164600
Z1417_Z1436_Z1437,21,"['Z1417', 'Z1436', 'Z1437']","['Residential', 'Residential', 'Residential']",3276.238297,545,"[0.7321100917431193, 0.15412844036697249, 0.11376146788990826]",701,"[0.927246790299572, 0.04136947218259629, 0.03138373751783167]",9,1544,1556.501,164900
Z1417_Z1433,21,"['Z1417', 'Z1433']","['Residential', 'Residential']",2902.505107,483,"[0.8260869565217391, 0.17391304347826086]",685,"[0.948905109489051, 0.051094890510948905]",8,1510,1485.18,146300
Z1417_Z1434,21,"['Z1417', 'Z1434']","['Residential', 'Residential']",2897.908449,482,"[0.8278008298755186, 0.17219917012448133]",684,"[0.9502923976608187, 0.049707602339181284]",8,1509,1483.737,146000
Z1417_Z1436,21,"['Z1417', 'Z1436']","['Residential', 'Residential']",2901.532294,483,"[0.8260869565217391, 0.17391304347826086]",679,"[0.9572901325478645, 0.042709867452135494]",8,1497,1458.468,146300
Z1417_Z1437,21,"['Z1417', 'Z1437']","['Residential', 'Residential']",2771.512186,461,"[0.8655097613882863, 0.13449023861171366]",672,"[0.9672619047619048, 0.03273809523809524]",8,1481,1424.457,139700
Z1418_Z1421_Z1430,21,"['Z1418', 'Z1421', 'Z1430']","['Residential', 'Residential', 'Residential']",1512.981377,251,"[0.3107569721115538, 0.3147410358565737, 0.3745019920318725]",74,"[0.3108108108108108, 0.32432432432432434, 0.36486486486486486]",30,101,317.085,76700
Z1418_Z1421,21,"['Z1418', 'Z1421']","['Residential', 'Residential']",943.9148663,157,"[0.4968152866242038, 0.5031847133757962]",47,"[0.48936170212765956, 0.5106382978723404]",20,63,197.825,48500
Z1418_Z1430,21,"['Z1418', 'Z1430']","['Residential', 'Residential']",1038.498044,172,"[0.45348837209302323, 0.5465116279069767]",50,"[0.46, 0.54]",20,69,217.643,53000
Z1421_Z1418,21,"['Z1421', 'Z1418']","['Residential', 'Residential']",943.9148663,157,"[0.5031847133757962, 0.4968152866242038]",47,"[0.5106382978723404, 0.48936170212765956]",20,63,197.825,48500
Z1422_Z1427_Z1430,21,"['Z1422', 'Z1427', 'Z1430']","['Residential', 'Residential', 'Residential']",1693.942163,280,"[0.33214285714285713, 0.33214285714285713, 0.3357142857142857]",80,"[0.325, 0.3375, 0.3375]",30,113,355.002,85400
Z1422_Z1427,21,"['Z1422', 'Z1427']","['Residential', 'Residential']",1124.875652,186,"[0.5, 0.5]",53,"[0.49056603773584906, 0.5094339622641509]",20,75,235.742,57200
Z1422_Z1430,21,"['Z1422', 'Z1430']","['Residential', 'Residential']",1130.692896,187,"[0.49732620320855614, 0.5026737967914439]",53,"[0.49056603773584906, 0.5094339622641509]",20,75,236.961,57500
Z1427_Z1422_Z1429,21,"['Z1427', 'Z1422', 'Z1429']","['Residential', 'Residential', 'Residential']",1691.566469,280,"[0.33214285714285713, 0.33214285714285713, 0.3357142857142857]",80,"[0.3375, 0.325, 0.3375]",30,113,354.505,85400
Z1427_Z1422,21,"['Z1427', 'Z1422']","['Residential', 'Residential']",1124.875652,186,"[0.5, 0.5]",53,"[0.5094339622641509, 0.49056603773584906]",20,75,235.742,57200
Z1427_Z1429,21,"['Z1427', 'Z1429']","['Residential', 'Residential']",1129.940084,187,"[0.49732620320855614, 0.5026737967914439]",54,"[0.5, 0.5]",20,76,236.804,57500
Z1429_Z1427,21,"['Z1429', 'Z1427']","['Residential', 'Residential']",1129.940084,187,"[0.5026737967914439, 0.49732620320855614]",54,"[0.5, 0.5]",20,76,236.804,57500
Z1430_Z1418_Z1422,21,"['Z1430', 'Z1418', 'Z1422']","['Residential', 'Residential', 'Residential']",1600.124429,265,"[0.35471698113207545, 0.2943396226415094, 0.35094339622641507]",76,"[0.35526315789473684, 0.3026315789473684, 0.34210526315789475]",30,106,335.344,80900
Z1430_Z1418,21,"['Z1430', 'Z1418']","['Residential', 'Residential']",1038.498044,172,"[0.5465116279069767, 0.45348837209302323]",50,"[0.54, 0.46]",20,69,217.643,53000
Z1430_Z1422,21,"['Z1430', 'Z1422']","['Residential', 'Residential']",1130.692896,187,"[0.5026737967914439, 0.49732620320855614]",53,"[0.5094339622641509, 0.49056603773584906]",20,75,236.961,57500
Z1433_Z1437_Z1438,21,"['Z1433', 'Z1437', 'Z1438']","['Residential', 'Residential', 'Residential']",1262.851641,209,"[0.4019138755980861, 0.2966507177033493, 0.3014354066985646]",68,"[0.5147058823529411, 0.3235294117647059, 0.16176470588235295]",4,144,304.924,64100
Z1433_Z1437,21,"['Z1433', 'Z1437']","['Residential', 'Residential']",880.4049249,146,"[0.5753424657534246, 0.4246575342465753]",57,"[0.6140350877192983, 0.38596491228070173]",2,123,256.789,45200
Z1433_Z1438,21,"['Z1433', 'Z1438']","['Residential', 'Residential']",888.1456388,147,"[0.5714285714285714, 0.42857142857142855]",46,"[0.7608695652173914, 0.2391304347826087]",3,97,206.891,45500
Z1434_Z1436_Z1438,21,"['Z1434', 'Z1436', 'Z1438']","['Residential', 'Residential', 'Residential']",1388.275092,230,"[0.36086956521739133, 0.3652173913043478, 0.27391304347826084]",74,"[0.4594594594594595, 0.3918918918918919, 0.14864864864864866]",4,159,337.492,70400
Z1434_Z1436,21,"['Z1434', 'Z1436']","['Residential', 'Residential']",1005.828375,167,"[0.49700598802395207, 0.5029940119760479]",63,"[0.5396825396825397, 0.4603174603174603]",2,138,289.357,51500
Z1434_Z1438,21,"['Z1434', 'Z1438']","['Residential', 'Residential']",883.5489812,146,"[0.5684931506849316, 0.4315068493150685]",45,"[0.7555555555555555, 0.24444444444444444]",3,96,205.448,45200
Z1436_Z1434_Z1438,21,"['Z1436', 'Z1434', 'Z1438']","['Residential', 'Residential', 'Residential']",1388.275092,230,"[0.3652173913043478, 0.36086956521739133, 0.27391304347826084]",74,"[0.3918918918918919, 0.4594594594594595, 0.14864864864864866]",4,159,337.492,70400
Z1436_Z1434,21,"['Z1436', 'Z1434']","['Residential', 'Residential']",1005.828375,167,"[0.5029940119760479, 0.49700598802395207]",63,"[0.4603174603174603, 0.5396825396825397]",2,138,289.357,51500
Z1436_Z1438,21,"['Z1436', 'Z1438']","['Residential', 'Residential']",887.1728267,147,"[0.5714285714285714, 0.42857142857142855]",40,"[0.725, 0.275]",3,84,180.179,45500
Z1437_Z1433_Z1923,21,"['Z1437', 'Z1433', 'Z1923']","['Residential', 'Residential', 'Public']",1119.828741,185,"[0.33513513513513515, 0.4540540540540541, 0.21081081081081082]",58,"[0.3793103448275862, 0.603448275862069, 0.017241379310344827]",3,161,269.025,56900
Z1437_Z1433,21,"['Z1437', 'Z1433']","['Residential', 'Residential']",880.4049249,146,"[0.4246575342465753, 0.5753424657534246]",57,"[0.38596491228070173, 0.6140350877192983]",2,123,256.789,45200
Z1437_Z1923,21,"['Z1437', 'Z1923']","['Residential', 'Public']",614.1298184,101,"[0.6138613861386139, 0.38613861386138615]",23,"[0.9565217391304348, 0.043478260869565216]",2,85,110.269,31700
Z1438_Z1433_Z1434_Z1436,21,"['Z1438', 'Z1433', 'Z1434', 'Z1436']","['Residential', 'Residential', 'Residential', 'Residential']",1893.974014,314,"[0.20063694267515925, 0.267515923566879, 0.2643312101910828, 0.267515923566879]",109,"[0.10091743119266056, 0.3211009174311927, 0.3119266055045872, 0.26605504587155965]",5,235,496.248,95600
Z1438_Z1433_Z1434,21,"['Z1438', 'Z1433', 'Z1434']","['Residential', 'Residential', 'Residential']",1389.247904,230,"[0.27391304347826084, 0.3652173913043478, 0.36086956521739133]",80,"[0.1375, 0.4375, 0.425]",4,172,364.204,70400
Z1438_Z1433_Z1436,21,"['Z1438', 'Z1433', 'Z1436']","['Residential', 'Residential', 'Residential']",1392.871749,231,"[0.2727272727272727, 0.36363636363636365, 0.36363636363636365]",75,"[0.14666666666666667, 0.4666666666666667, 0.38666666666666666]",4,160,338.935,70700
Z1438_Z1434_Z1436,21,"['Z1438', 'Z1434', 'Z1436']","['Residential', 'Residential', 'Residential']",1388.275092,230,"[0.27391304347826084, 0.36086956521739133, 0.3652173913043478]",74,"[0.14864864864864866, 0.4594594594594595, 0.3918918918918919]",4,159,337.492,70400
Z1438_Z1433,21,"['Z1438', 'Z1433']","['Residential', 'Residential']",888.1456388,147,"[0.42857142857142855, 0.5714285714285714]",46,"[0.2391304347826087, 0.7608695652173914]",3,97,206.891,45500
Z1438_Z1434,21,"['Z1438', 'Z1434']","['Residential', 'Residential']",883.5489812,146,"[0.4315068493150685, 0.5684931506849316]",45,"[0.24444444444444444, 0.7555555555555555]",3,96,205.448,45200
Z1438_Z1436,21,"['Z1438', 'Z1436']","['Residential', 'Residential']",887.1728267,147,"[0.42857142857142855, 0.5714285714285714]",40,"[0.275, 0.725]",3,84,180.179,45500
Z1923_Z1437,21,"['Z1923', 'Z1437']","['Public', 'Residential']",614.1298184,101,"[0.38613861386138615, 0.6138613861386139]",23,"[0.043478260869565216, 0.9565217391304348]",2,85,110.269,31700
Z0151_Z0152_Z1315,23,"['Z0151', 'Z0152', 'Z1315']","['Residential', 'Residential', 'Residential']",3284.606387,546,"[0.6868131868131868, 0.2490842490842491, 0.0641025641025641]",262,"[0.7099236641221374, 0.24045801526717558, 0.04961832061068702]",19,544,1144.314,165200
Z0151_Z0152,23,"['Z0151', 'Z0152']","['Residential', 'Residential']",3068.827078,511,"[0.7338551859099804, 0.26614481409001955]",249,"[0.7469879518072289, 0.25301204819277107]",17,519,1091.182,154700
Z0151_Z1315,23,"['Z0151', 'Z1315']","['Residential', 'Residential']",2466.337574,410,"[0.9146341463414634, 0.08536585365853659]",199,"[0.9346733668341709, 0.06532663316582915]",12,419,877.662,124400
Z0152_Z0151_Z1315,23,"['Z0152', 'Z0151', 'Z1315']","['Residential', 'Residential', 'Residential']",3284.606387,546,"[0.2490842490842491, 0.6868131868131868, 0.0641025641025641]",262,"[0.24045801526717558, 0.7099236641221374, 0.04961832061068702]",19,544,1144.314,165200
Z0152_Z0151,23,"['Z0152', 'Z0151']","['Residential', 'Residential']",3068.827078,511,"[0.26614481409001955, 0.7338551859099804]",249,"[0.25301204819277107, 0.7469879518072289]",17,519,1091.182,154700
Z0152_Z1315,23,"['Z0152', 'Z1315']","['Residential', 'Residential']",1034.048122,171,"[0.7953216374269005, 0.2046783625730994]",76,"[0.8289473684210527, 0.17105263157894737]",9,150,319.784,52700
Z1315_Z0151_Z0152,23,"['Z1315', 'Z0151', 'Z0152']","['Residential', 'Residential', 'Residential']",3284.606387,546,"[0.0641025641025641, 0.6868131868131868, 0.2490842490842491]",262,"[0.04961832061068702, 0.7099236641221374, 0.24045801526717558]",19,544,1144.314,165200
Z1315_Z0151,23,"['Z1315', 'Z0151']","['Residential', 'Residential']",2466.337574,410,"[0.08536585365853659, 0.9146341463414634]",199,"[0.06532663316582915, 0.9346733668341709]",12,419,877.662,124400
Z1315_Z0152,23,"['Z1315', 'Z0152']","['Residential', 'Residential']",1034.048122,171,"[0.2046783625730994, 0.7953216374269005]",76,"[0.17105263157894737, 0.8289473684210527]",9,150,319.784,52700
Z1309_Z1520,24,"['Z1309', 'Z1520']","['Residential', 'Residential']",758.149023,125,"[0.496, 0.504]",54,"[0.5740740740740741, 0.42592592592592593]",4,114,237.727,38900
Z1520_Z1309,24,"['Z1520', 'Z1309']","['Residential', 'Residential']",758.149023,125,"[0.504, 0.496]",54,"[0.42592592592592593, 0.5740740740740741]",4,114,237.727,38900
Z0042_Z1310,25,"['Z0042', 'Z1310']","['Residential', 'Residential']",1785.769175,297,"[0.8047138047138047, 0.19528619528619529]",194,"[0.5103092783505154, 0.4896907216494845]",8,417,698.465,90500
Z1310_Z0042,25,"['Z1310', 'Z0042']","['Residential', 'Residential']",1785.769175,297,"[0.19528619528619529, 0.8047138047138047]",194,"[0.4896907216494845, 0.5103092783505154]",8,417,698.465,90500
Z0155_Z0156_Z0157_Z1551,26,"['Z0155', 'Z0156', 'Z0157', 'Z1551']","['Residential', 'Residential', 'Residential', 'Commercial']",1931.68326,320,"[0.4875, 0.1125, 0.1375, 0.2625]",90,"[0.6333333333333333, 0.14444444444444443, 0.2, 0.022222222222222223]",9,297,515.711,97400
Z0155_Z0156_Z0157,26,"['Z0155', 'Z0156', 'Z0157']","['Residential', 'Residential', 'Residential']",1421.765376,236,"[0.6610169491525424, 0.15254237288135594, 0.1864406779661017]",88,"[0.6477272727272727, 0.14772727272727273, 0.20454545454545456]",7,185,385.854,72200
Z0155_Z0156_Z1551,26,"['Z0155', 'Z0156', 'Z1551']","['Residential', 'Residential', 'Commercial']",1667.468316,276,"[0.5652173913043478, 0.13043478260869565, 0.30434782608695654]",72,"[0.7916666666666666, 0.18055555555555555, 0.027777777777777776]",8,257,432.739,84200
Z0155_Z0157_Z1551,26,"['Z0155', 'Z0157', 'Z1551']","['Residential', 'Residential', 'Commercial']",1714.147119,284,"[0.5492957746478874, 0.15492957746478872, 0.29577464788732394]",77,"[0.7402597402597403, 0.23376623376623376, 0.025974025974025976]",8,270,458.775,86600
Z0155_Z0156,26,"['Z0155', 'Z0156']","['Residential', 'Residential']",1157.550432,192,"[0.8125, 0.1875]",70,"[0.8142857142857143, 0.18571428571428572]",6,145,302.882,59000
Z0155_Z0157,26,"['Z0155', 'Z0157']","['Residential', 'Residential']",1204.229235,200,"[0.78, 0.22]",75,"[0.76, 0.24]",6,158,328.918,61400
Z0155_Z1551,26,"['Z0155', 'Z1551']","['Residential', 'Commercial']",1449.932176,240,"[0.65, 0.35]",59,"[0.9661016949152542, 0.03389830508474576]",7,230,375.803,73400
Z0156_Z0155_Z1551,26,"['Z0156', 'Z0155', 'Z1551']","['Residential', 'Residential', 'Commercial']",1667.468316,276,"[0.13043478260869565, 0.5652173913043478, 0.30434782608695654]",72,"[0.18055555555555555, 0.7916666666666666, 0.027777777777777776]",8,257,432.739,84200
Z0156_Z0155,26,"['Z0156', 'Z0155']","['Residential', 'Residential']",1157.550432,192,"[0.1875, 0.8125]",70,"[0.18571428571428572, 0.8142857142857143]",6,145,302.882,59000
Z0156_Z1551,26,"['Z0156', 'Z1551']","['Residential', 'Commercial']",727.4540243,120,"[0.3, 0.7]",15,"[0.8666666666666667, 0.13333333333333333]",3,139,186.793,37400
Z0157_Z0155_Z0158_Z1551,26,"['Z0157', 'Z0155', 'Z0158', 'Z1551']","['Residential', 'Residential', 'Residential', 'Commercial']",1970.38228,326,"[0.13496932515337423, 0.4785276073619632, 0.12883435582822086, 0.25766871165644173]",95,"[0.18947368421052632, 0.6, 0.18947368421052632, 0.021052631578947368]",9,308,539.245,99200
Z0157_Z0155_Z0158,26,"['Z0157', 'Z0155', 'Z0158']","['Residential', 'Residential', 'Residential']",1460.464396,242,"[0.18181818181818182, 0.6446280991735537, 0.17355371900826447]",93,"[0.1935483870967742, 0.6129032258064516, 0.1935483870967742]",7,196,409.388,74000
Z0157_Z0155_Z1551,26,"['Z0157', 'Z0155', 'Z1551']","['Residential', 'Residential', 'Commercial']",1714.147119,284,"[0.15492957746478872, 0.5492957746478874, 0.29577464788732394]",77,"[0.23376623376623376, 0.7402597402597403, 0.025974025974025976]",8,270,458.775,86600
Z0157_Z0158_Z1551,26,"['Z0157', 'Z0158', 'Z1551']","['Residential', 'Residential', 'Commercial']",1030.367988,170,"[0.25882352941176473, 0.24705882352941178, 0.49411764705882355]",38,"[0.47368421052631576, 0.47368421052631576, 0.05263157894736842]",4,190,293.299,52400
Z0157_Z0155,26,"['Z0157', 'Z0155']","['Residential', 'Residential']",1204.229235,200,"[0.22, 0.78]",75,"[0.24, 0.76]",6,158,328.918,61400
Z0157_Z0158,26,"['Z0157', 'Z0158']","['Residential', 'Residential']",520.4501044,86,"[0.5116279069767442, 0.4883720930232558]",36,"[0.5, 0.5]",2,78,163.442,30840
Z0157_Z1551,26,"['Z0157', 'Z1551']","['Residential', 'Commercial']",774.1328274,128,"[0.34375, 0.65625]",20,"[0.9, 0.1]",3,152,212.829,39800
Z0158_Z0157_Z1551,26,"['Z0158', 'Z0157', 'Z1551']","['Residential', 'Residential', 'Commercial']",1030.367988,170,"[0.24705882352941178, 0.25882352941176473, 0.49411764705882355]",38,"[0.47368421052631576, 0.47368421052631576, 0.05263157894736842]",4,190,293.299,52400
Z0158_Z0157,26,"['Z0158', 'Z0157']","['Residential', 'Residential']",520.4501044,86,"[0.4883720930232558, 0.5116279069767442]",36,"[0.5, 0.5]",2,78,163.442,30840
Z0158_Z1551,26,"['Z0158', 'Z1551']","['Residential', 'Commercial']",766.1530451,126,"[0.3333333333333333, 0.6666666666666666]",20,"[0.9, 0.1]",3,150,210.327,39200
Z1551_Z0155_Z0156_Z0157_Z0158,26,"['Z1551', 'Z0155', 'Z0156', 'Z0157', 'Z0158']","['Commercial', 'Residential', 'Residential', 'Residential', 'Residential']",2187.918421,362,"[0.23204419889502761, 0.430939226519337, 0.09944751381215469, 0.12154696132596685, 0.11602209944751381]",108,"[0.018518518518518517, 0.5277777777777778, 0.12037037037037036, 0.16666666666666666, 0.16666666666666666]",10,335,596.181,110000
Z1551_Z0155_Z0156_Z0157,26,"['Z1551', 'Z0155', 'Z0156', 'Z0157']","['Commercial', 'Residential', 'Residential', 'Residential']",1931.68326,320,"[0.2625, 0.4875, 0.1125, 0.1375]",90,"[0.022222222222222223, 0.6333333333333333, 0.14444444444444443, 0.2]",9,297,515.711,97400
Z1551_Z0155_Z0156_Z0158,26,"['Z1551', 'Z0155', 'Z0156', 'Z0158']","['Commercial', 'Residential', 'Residential', 'Residential']",1923.703477,318,"[0.2641509433962264, 0.49056603773584906, 0.11320754716981132, 0.1320754716981132]",90,"[0.022222222222222223, 0.6333333333333333, 0.14444444444444443, 0.2]",9,295,513.209,96800
Z1551_Z0155_Z0157_Z0158,26,"['Z1551', 'Z0155', 'Z0157', 'Z0158']","['Commercial', 'Residential', 'Residential', 'Residential']",1970.38228,326,"[0.25766871165644173, 0.4785276073619632, 0.13496932515337423, 0.12883435582822086]",95,"[0.021052631578947368, 0.6, 0.18947368421052632, 0.18947368421052632]",9,308,539.245,99200
Z1551_Z0156_Z0157_Z0158,26,"['Z1551', 'Z0156', 'Z0157', 'Z0158']","['Commercial', 'Residential', 'Residential', 'Residential']",1247.904129,206,"[0.4077669902912621, 0.17475728155339806, 0.21359223300970873, 0.20388349514563106]",51,"[0.0392156862745098, 0.2549019607843137, 0.35294117647058826, 0.35294117647058826]",5,217,350.235,63200
Z1551_Z0155_Z0156,26,"['Z1551', 'Z0155', 'Z0156']","['Commercial', 'Residential', 'Residential']",1667.468316,276,"[0.30434782608695654, 0.5652173913043478, 0.13043478260869565]",72,"[0.027777777777777776, 0.7916666666666666, 0.18055555555555555]",8,257,432.739,84200
Z1551_Z0155_Z0157,26,"['Z1551', 'Z0155', 'Z0157']","['Commercial', 'Residential', 'Residential']",1714.147119,284,"[0.29577464788732394, 0.5492957746478874, 0.15492957746478872]",77,"[0.025974025974025976, 0.7402597402597403, 0.23376623376623376]",8,270,458.775,86600
Z1551_Z0155_Z0158,26,"['Z1551', 'Z0155', 'Z0158']","['Commercial', 'Residential', 'Residential']",1706.167337,282,"[0.2978723404255319, 0.5531914893617021, 0.14893617021276595]",77,"[0.025974025974025976, 0.7402597402597403, 0.23376623376623376]",8,268,456.273,86000
Z1551_Z0156_Z0157,26,"['Z1551', 'Z0156', 'Z0157']","['Commercial', 'Residential', 'Residential']",991.6689677,164,"[0.5121951219512195, 0.21951219512195122, 0.2682926829268293]",33,"[0.06060606060606061, 0.3939393939393939, 0.5454545454545454]",4,179,269.765,50600
Z1551_Z0156_Z0158,26,"['Z1551', 'Z0156', 'Z0158']","['Commercial', 'Residential', 'Residential']",983.6891854,162,"[0.5185185185185185, 0.2222222222222222, 0.25925925925925924]",33,"[0.06060606060606061, 0.3939393939393939, 0.5454545454545454]",4,177,267.263,50000
Z1551_Z0157_Z0158,26,"['Z1551', 'Z0157', 'Z0158']","['Commercial', 'Residential', 'Residential']",1030.367988,170,"[0.49411764705882355, 0.25882352941176473, 0.24705882352941178]",38,"[0.05263157894736842, 0.47368421052631576, 0.47368421052631576]",4,190,293.299,52400
Z1551_Z0155,26,"['Z1551', 'Z0155']","['Commercial', 'Residential']",1449.932176,240,"[0.35, 0.65]",59,"[0.03389830508474576, 0.9661016949152542]",7,230,375.803,73400
Z1551_Z0156,26,"['Z1551', 'Z0156']","['Commercial', 'Residential']",727.4540243,120,"[0.7, 0.3]",15,"[0.13333333333333333, 0.8666666666666667]",3,139,186.793,37400
Z1551_Z0157,26,"['Z1551', 'Z0157']","['Commercial', 'Residential']",774.1328274,128,"[0.65625, 0.34375]",20,"[0.1, 0.9]",3,152,212.829,39800
Z1551_Z0158,26,"['Z1551', 'Z0158']","['Commercial', 'Residential']",766.1530451,126,"[0.6666666666666666, 0.3333333333333333]",20,"[0.1, 0.9]",3,150,210.327,39200
Z0153_Z0154,27,"['Z0153', 'Z0154']","['Residential', 'Residential']",2053.628886,341,"[0.7360703812316716, 0.26392961876832843]",169,"[0.7396449704142012, 0.2603550295857988]",9,359,752.29,103700
