,Plot_ID,Buildings_in_Community,Types_Community,Area_Community,Community_PV_Size,Bldg_share_in_community,Community_Meters,Bldg_share_in_meters_community,Num_EGIDs,Num_Occupants,Demand_Year_MWh,Community_PV_Subsidy
Z1547_Z0540_Z0542_Z1046_Z1053_Z1396,351,"['Z1547', 'Z0540', 'Z0542', 'Z1046', 'Z1053', 'Z1396']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",763.8552146952,125,"[0.248, 0.144, 0.24, 0.136, 0.136, 0.096]",34,"[0.23529411764705882, 0.14705882352941177, 0.23529411764705882, 0.14705882352941177, 0.14705882352941177, 0.08823529411764706]",13,50,161.852,38900
Z1547_Z0540_Z0542_Z1046_Z1394_Z1396,351,"['Z1547', 'Z0540', 'Z0542', 'Z1046', 'Z1394', 'Z1396']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",810.0005190741001,133,"[0.23308270676691728, 0.13533834586466165, 0.22556390977443608, 0.12781954887218044, 0.18796992481203006, 0.09022556390977443]",38,"[0.21052631578947367, 0.13157894736842105, 0.21052631578947367, 0.13157894736842105, 0.23684210526315788, 0.07894736842105263]",12,62,179.523,41300
Z1547_Z0540_Z0542_Z1046_Z1394_Z1812,351,"['Z1547', 'Z0540', 'Z0542', 'Z1046', 'Z1394', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",930.9122986245001,153,"[0.20261437908496732, 0.11764705882352941, 0.19607843137254902, 0.1111111111111111, 0.16339869281045752, 0.20915032679738563]",44,"[0.18181818181818182, 0.11363636363636363, 0.18181818181818182, 0.11363636363636363, 0.20454545454545456, 0.20454545454545456]",14,72,204.847,47300
Z1547_Z0540_Z0542_Z1046_Z1396_Z1812,351,"['Z1547', 'Z0540', 'Z0542', 'Z1046', 'Z1396', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",850.1859840046001,140,"[0.22142857142857142, 0.12857142857142856, 0.21428571428571427, 0.12142857142857143, 0.08571428571428572, 0.22857142857142856]",38,"[0.21052631578947367, 0.13157894736842105, 0.21052631578947367, 0.13157894736842105, 0.07894736842105263, 0.23684210526315788]",14,58,179.929,43400
Z1547_Z0540_Z0542_Z1053_Z1394_Z1396,351,"['Z1547', 'Z0540', 'Z0542', 'Z1053', 'Z1394', 'Z1396']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",813.4628944409001,133,"[0.23308270676691728, 0.13533834586466165, 0.22556390977443608, 0.12781954887218044, 0.18796992481203006, 0.09022556390977443]",38,"[0.21052631578947367, 0.13157894736842105, 0.21052631578947367, 0.13157894736842105, 0.23684210526315788, 0.07894736842105263]",12,62,179.406,41300
Z1547_Z0540_Z0542_Z1053_Z1394_Z1812,351,"['Z1547', 'Z0540', 'Z0542', 'Z1053', 'Z1394', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",934.3746739913,153,"[0.20261437908496732, 0.11764705882352941, 0.19607843137254902, 0.1111111111111111, 0.16339869281045752, 0.20915032679738563]",44,"[0.18181818181818182, 0.11363636363636363, 0.18181818181818182, 0.11363636363636363, 0.20454545454545456, 0.20454545454545456]",14,72,204.73000000000002,47300
Z1547_Z0540_Z0542_Z1053_Z1396_Z1812,351,"['Z1547', 'Z0540', 'Z0542', 'Z1053', 'Z1396', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",853.6483593714,140,"[0.22142857142857142, 0.12857142857142856, 0.21428571428571427, 0.12142857142857143, 0.08571428571428572, 0.22857142857142856]",38,"[0.21052631578947367, 0.13157894736842105, 0.21052631578947367, 0.13157894736842105, 0.07894736842105263, 0.23684210526315788]",14,58,179.812,43400
Z1547_Z0540_Z0542_Z1394_Z1396_Z1812,351,"['Z1547', 'Z0540', 'Z0542', 'Z1394', 'Z1396', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",899.7936637503,148,"[0.20945945945945946, 0.12162162162162163, 0.20270270270270271, 0.16891891891891891, 0.08108108108108109, 0.21621621621621623]",42,"[0.19047619047619047, 0.11904761904761904, 0.19047619047619047, 0.21428571428571427, 0.07142857142857142, 0.21428571428571427]",13,70,197.483,45800
Z1547_Z0540_Z1037_Z1046_Z1053_Z1394,351,"['Z1547', 'Z0540', 'Z1037', 'Z1046', 'Z1053', 'Z1394']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",886.7012579626,145,"[0.21379310344827587, 0.12413793103448276, 0.25517241379310346, 0.11724137931034483, 0.11724137931034483, 0.1724137931034483]",48,"[0.16666666666666666, 0.10416666666666667, 0.3333333333333333, 0.10416666666666667, 0.10416666666666667, 0.1875]",12,84,215.68200000000002,44900
Z1547_Z0540_Z1037_Z1046_Z1053_Z1396,351,"['Z1547', 'Z0540', 'Z1037', 'Z1046', 'Z1053', 'Z1396']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",805.9749433427,132,"[0.23484848484848486, 0.13636363636363635, 0.2803030303030303, 0.12878787878787878, 0.12878787878787878, 0.09090909090909091]",42,"[0.19047619047619047, 0.11904761904761904, 0.38095238095238093, 0.11904761904761904, 0.11904761904761904, 0.07142857142857142]",12,70,190.764,41000
Z1547_Z0540_Z1037_Z1046_Z1394_Z1396,351,"['Z1547', 'Z0540', 'Z1037', 'Z1046', 'Z1394', 'Z1396']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",852.1202477216002,140,"[0.22142857142857142, 0.12857142857142856, 0.2642857142857143, 0.12142857142857143, 0.17857142857142858, 0.08571428571428572]",46,"[0.17391304347826086, 0.10869565217391304, 0.34782608695652173, 0.10869565217391304, 0.1956521739130435, 0.06521739130434782]",11,82,208.435,43400
Z1547_Z0540_Z1037_Z1046_Z1394_Z1812,351,"['Z1547', 'Z0540', 'Z1037', 'Z1046', 'Z1394', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",973.0320272720002,160,"[0.19375, 0.1125, 0.23125, 0.10625, 0.15625, 0.2]",52,"[0.15384615384615385, 0.09615384615384616, 0.3076923076923077, 0.09615384615384616, 0.17307692307692307, 0.17307692307692307]",13,92,233.75900000000001,49400
Z1547_Z0540_Z1037_Z1046_Z1396_Z1812,351,"['Z1547', 'Z0540', 'Z1037', 'Z1046', 'Z1396', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",892.3057126521002,147,"[0.2108843537414966, 0.12244897959183673, 0.25170068027210885, 0.11564625850340136, 0.08163265306122448, 0.21768707482993196]",46,"[0.17391304347826086, 0.10869565217391304, 0.34782608695652173, 0.10869565217391304, 0.06521739130434782, 0.1956521739130435]",13,78,208.841,45500
Z1547_Z0540_Z1037_Z1053_Z1394_Z1396,351,"['Z1547', 'Z0540', 'Z1037', 'Z1053', 'Z1394', 'Z1396']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",855.5826230884002,140,"[0.22142857142857142, 0.12857142857142856, 0.2642857142857143, 0.12142857142857143, 0.17857142857142858, 0.08571428571428572]",46,"[0.17391304347826086, 0.10869565217391304, 0.34782608695652173, 0.10869565217391304, 0.1956521739130435, 0.06521739130434782]",11,82,208.318,43400
Z1547_Z0540_Z1037_Z1053_Z1394_Z1812,351,"['Z1547', 'Z0540', 'Z1037', 'Z1053', 'Z1394', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",976.4944026388001,160,"[0.19375, 0.1125, 0.23125, 0.10625, 0.15625, 0.2]",52,"[0.15384615384615385, 0.09615384615384616, 0.3076923076923077, 0.09615384615384616, 0.17307692307692307, 0.17307692307692307]",13,92,233.64200000000002,49400
Z1547_Z0540_Z1037_Z1053_Z1396_Z1812,351,"['Z1547', 'Z0540', 'Z1037', 'Z1053', 'Z1396', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",895.7680880189001,147,"[0.2108843537414966, 0.12244897959183673, 0.25170068027210885, 0.11564625850340136, 0.08163265306122448, 0.21768707482993196]",46,"[0.17391304347826086, 0.10869565217391304, 0.34782608695652173, 0.10869565217391304, 0.06521739130434782, 0.1956521739130435]",13,78,208.72400000000002,45500
Z1547_Z0540_Z1037_Z1394_Z1396_Z1812,351,"['Z1547', 'Z0540', 'Z1037', 'Z1394', 'Z1396', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",941.9133923978001,155,"[0.2, 0.11612903225806452, 0.23870967741935484, 0.16129032258064516, 0.07741935483870968, 0.2064516129032258]",50,"[0.16, 0.1, 0.32, 0.18, 0.06, 0.18]",12,90,226.395,47900
Z1547_Z0540_Z1046_Z1053_Z1394_Z1396,351,"['Z1547', 'Z0540', 'Z1046', 'Z1053', 'Z1394', 'Z1396']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",734.0058931516,120,"[0.25833333333333336, 0.15, 0.14166666666666666, 0.14166666666666666, 0.20833333333333334, 0.1]",35,"[0.22857142857142856, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.2571428571428571, 0.08571428571428572]",11,57,163.59699999999998,37400
Z1547_Z0540_Z1046_Z1053_Z1394_Z1812,351,"['Z1547', 'Z0540', 'Z1046', 'Z1053', 'Z1394', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",854.917672702,140,"[0.22142857142857142, 0.12857142857142856, 0.12142857142857143, 0.12142857142857143, 0.17857142857142858, 0.22857142857142856]",41,"[0.1951219512195122, 0.12195121951219512, 0.12195121951219512, 0.12195121951219512, 0.21951219512195122, 0.21951219512195122]",13,67,188.921,43400
Z1547_Z0540_Z1046_Z1053_Z1396_Z1812,351,"['Z1547', 'Z0540', 'Z1046', 'Z1053', 'Z1396', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",774.1913580821,127,"[0.2440944881889764, 0.14173228346456693, 0.13385826771653545, 0.13385826771653545, 0.09448818897637795, 0.25196850393700787]",35,"[0.22857142857142856, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.08571428571428572, 0.2571428571428571]",13,53,164.003,39500
Z1547_Z0540_Z1046_Z1394_Z1396_Z1812,351,"['Z1547', 'Z0540', 'Z1046', 'Z1394', 'Z1396', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",820.3366624610002,135,"[0.22962962962962963, 0.13333333333333333, 0.1259259259259259, 0.18518518518518517, 0.08888888888888889, 0.23703703703703705]",39,"[0.20512820512820512, 0.1282051282051282, 0.1282051282051282, 0.23076923076923078, 0.07692307692307693, 0.23076923076923078]",12,65,181.674,41900
Z1547_Z0540_Z1053_Z1394_Z1396_Z1812,351,"['Z1547', 'Z0540', 'Z1053', 'Z1394', 'Z1396', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",823.7990378278001,135,"[0.22962962962962963, 0.13333333333333333, 0.1259259259259259, 0.18518518518518517, 0.08888888888888889, 0.23703703703703705]",39,"[0.20512820512820512, 0.1282051282051282, 0.1282051282051282, 0.23076923076923078, 0.07692307692307693, 0.23076923076923078]",12,65,181.55700000000002,41900
Z1547_Z0541_Z0542_Z1037_Z1046_Z1053,351,"['Z1547', 'Z0541', 'Z0542', 'Z1037', 'Z1046', 'Z1053']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",987.6657172731001,162,"[0.19135802469135801, 0.18518518518518517, 0.18518518518518517, 0.22839506172839505, 0.10493827160493827, 0.10493827160493827]",50,"[0.16, 0.16, 0.16, 0.32, 0.1, 0.1]",15,82,227.97500000000002,50000
Z1547_Z0541_Z0542_Z1037_Z1046_Z1394,351,"['Z1547', 'Z0541', 'Z0542', 'Z1037', 'Z1046', 'Z1394']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1033.8110216520001,170,"[0.18235294117647058, 0.17647058823529413, 0.17647058823529413, 0.21764705882352942, 0.1, 0.14705882352941177]",54,"[0.14814814814814814, 0.14814814814814814, 0.14814814814814814, 0.2962962962962963, 0.09259259259259259, 0.16666666666666666]",14,94,245.64600000000002,52400
Z1547_Z0541_Z0542_Z1037_Z1046_Z1396,351,"['Z1547', 'Z0541', 'Z0542', 'Z1037', 'Z1046', 'Z1396']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",953.0847070321001,157,"[0.19745222929936307, 0.1910828025477707, 0.1910828025477707, 0.2356687898089172, 0.10828025477707007, 0.07643312101910828]",48,"[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.10416666666666667, 0.0625]",14,80,220.728,48500
Z1547_Z0541_Z0542_Z1037_Z1046_Z1812,351,"['Z1547', 'Z0541', 'Z0542', 'Z1037', 'Z1046', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1073.9964865825,177,"[0.1751412429378531, 0.1694915254237288, 0.1694915254237288, 0.20903954802259886, 0.096045197740113, 0.1807909604519774]",54,"[0.14814814814814814, 0.14814814814814814, 0.14814814814814814, 0.2962962962962963, 0.09259259259259259, 0.16666666666666666]",16,90,246.05200000000002,54500
Z1547_Z0541_Z0542_Z1037_Z1053_Z1394,351,"['Z1547', 'Z0541', 'Z0542', 'Z1037', 'Z1053', 'Z1394']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1037.2733970188,170,"[0.18235294117647058, 0.17647058823529413, 0.17647058823529413, 0.21764705882352942, 0.1, 0.14705882352941177]",54,"[0.14814814814814814, 0.14814814814814814, 0.14814814814814814, 0.2962962962962963, 0.09259259259259259, 0.16666666666666666]",14,94,245.52900000000002,52400
Z1547_Z0541_Z0542_Z1037_Z1053_Z1396,351,"['Z1547', 'Z0541', 'Z0542', 'Z1037', 'Z1053', 'Z1396']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",956.5470823989001,157,"[0.19745222929936307, 0.1910828025477707, 0.1910828025477707, 0.2356687898089172, 0.10828025477707007, 0.07643312101910828]",48,"[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.10416666666666667, 0.0625]",14,80,220.61100000000002,48500
Z1547_Z0541_Z0542_Z1037_Z1053_Z1812,351,"['Z1547', 'Z0541', 'Z0542', 'Z1037', 'Z1053', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1077.4588619493002,177,"[0.1751412429378531, 0.1694915254237288, 0.1694915254237288, 0.20903954802259886, 0.096045197740113, 0.1807909604519774]",54,"[0.14814814814814814, 0.14814814814814814, 0.14814814814814814, 0.2962962962962963, 0.09259259259259259, 0.16666666666666666]",16,90,245.93500000000003,54500
Z1547_Z0541_Z0542_Z1037_Z1394_Z1396,351,"['Z1547', 'Z0541', 'Z0542', 'Z1037', 'Z1394', 'Z1396']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1002.6923867778,165,"[0.18787878787878787, 0.18181818181818182, 0.18181818181818182, 0.22424242424242424, 0.15151515151515152, 0.07272727272727272]",52,"[0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.3076923076923077, 0.17307692307692307, 0.057692307692307696]",13,92,238.282,50900
Z1547_Z0541_Z0542_Z1037_Z1394_Z1812,351,"['Z1547', 'Z0541', 'Z0542', 'Z1037', 'Z1394', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1123.6041663281999,185,"[0.16756756756756758, 0.16216216216216217, 0.16216216216216217, 0.2, 0.13513513513513514, 0.17297297297297298]",58,"[0.13793103448275862, 0.13793103448275862, 0.13793103448275862, 0.27586206896551724, 0.15517241379310345, 0.15517241379310345]",15,102,263.606,56900
Z1547_Z0541_Z0542_Z1037_Z1396_Z1812,351,"['Z1547', 'Z0541', 'Z0542', 'Z1037', 'Z1396', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1042.8778517083,172,"[0.18023255813953487, 0.1744186046511628, 0.1744186046511628, 0.21511627906976744, 0.06976744186046512, 0.18604651162790697]",52,"[0.15384615384615385, 0.15384615384615385, 0.15384615384615385, 0.3076923076923077, 0.057692307692307696, 0.17307692307692307]",15,88,238.68800000000002,53000
Z1547_Z0541_Z0542_Z1046_Z1053_Z1394,351,"['Z1547', 'Z0541', 'Z0542', 'Z1046', 'Z1053', 'Z1394']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",915.696667082,150,"[0.20666666666666667, 0.2, 0.2, 0.11333333333333333, 0.11333333333333333, 0.16666666666666666]",43,"[0.18604651162790697, 0.18604651162790697, 0.18604651162790697, 0.11627906976744186, 0.11627906976744186, 0.20930232558139536]",14,69,200.80800000000002,46400
Z1547_Z0541_Z0542_Z1046_Z1053_Z1396,351,"['Z1547', 'Z0541', 'Z0542', 'Z1046', 'Z1053', 'Z1396']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",834.9703524621,137,"[0.22627737226277372, 0.21897810218978103, 0.21897810218978103, 0.12408759124087591, 0.12408759124087591, 0.08759124087591241]",37,"[0.21621621621621623, 0.21621621621621623, 0.21621621621621623, 0.13513513513513514, 0.13513513513513514, 0.08108108108108109]",14,55,175.89000000000001,42500
Z1547_Z0541_Z0542_Z1046_Z1053_Z1812,351,"['Z1547', 'Z0541', 'Z0542', 'Z1046', 'Z1053', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",955.8821320125,157,"[0.19745222929936307, 0.1910828025477707, 0.1910828025477707, 0.10828025477707007, 0.10828025477707007, 0.20382165605095542]",43,"[0.18604651162790697, 0.18604651162790697, 0.18604651162790697, 0.11627906976744186, 0.11627906976744186, 0.20930232558139536]",16,65,201.21400000000003,48500
Z1547_Z0541_Z0542_Z1046_Z1394_Z1396,351,"['Z1547', 'Z0541', 'Z0542', 'Z1046', 'Z1394', 'Z1396']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",881.1156568410001,145,"[0.21379310344827587, 0.20689655172413793, 0.20689655172413793, 0.11724137931034483, 0.1724137931034483, 0.08275862068965517]",41,"[0.1951219512195122, 0.1951219512195122, 0.1951219512195122, 0.12195121951219512, 0.21951219512195122, 0.07317073170731707]",13,67,193.561,44900
Z1547_Z0541_Z0542_Z1046_Z1394_Z1812,351,"['Z1547', 'Z0541', 'Z0542', 'Z1046', 'Z1394', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1002.0274363914001,165,"[0.18787878787878787, 0.18181818181818182, 0.18181818181818182, 0.10303030303030303, 0.15151515151515152, 0.19393939393939394]",47,"[0.1702127659574468, 0.1702127659574468, 0.1702127659574468, 0.10638297872340426, 0.19148936170212766, 0.19148936170212766]",15,77,218.88500000000002,50900
Z1547_Z0541_Z0542_Z1046_Z1396_Z1812,351,"['Z1547', 'Z0541', 'Z0542', 'Z1046', 'Z1396', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",921.3011217715001,152,"[0.20394736842105263, 0.19736842105263158, 0.19736842105263158, 0.1118421052631579, 0.07894736842105263, 0.21052631578947367]",41,"[0.1951219512195122, 0.1951219512195122, 0.1951219512195122, 0.12195121951219512, 0.07317073170731707, 0.21951219512195122]",15,63,193.967,47000
Z1547_Z0541_Z0542_Z1053_Z1394_Z1396,351,"['Z1547', 'Z0541', 'Z0542', 'Z1053', 'Z1394', 'Z1396']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",884.5780322078001,145,"[0.21379310344827587, 0.20689655172413793, 0.20689655172413793, 0.11724137931034483, 0.1724137931034483, 0.08275862068965517]",41,"[0.1951219512195122, 0.1951219512195122, 0.1951219512195122, 0.12195121951219512, 0.21951219512195122, 0.07317073170731707]",13,67,193.44400000000002,44900
Z1547_Z0541_Z0542_Z1053_Z1394_Z1812,351,"['Z1547', 'Z0541', 'Z0542', 'Z1053', 'Z1394', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1005.4898117582001,165,"[0.18787878787878787, 0.18181818181818182, 0.18181818181818182, 0.10303030303030303, 0.15151515151515152, 0.19393939393939394]",47,"[0.1702127659574468, 0.1702127659574468, 0.1702127659574468, 0.10638297872340426, 0.19148936170212766, 0.19148936170212766]",15,77,218.76800000000003,50900
Z1547_Z0541_Z0542_Z1053_Z1396_Z1812,351,"['Z1547', 'Z0541', 'Z0542', 'Z1053', 'Z1396', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",924.7634971383001,152,"[0.20394736842105263, 0.19736842105263158, 0.19736842105263158, 0.1118421052631579, 0.07894736842105263, 0.21052631578947367]",41,"[0.1951219512195122, 0.1951219512195122, 0.1951219512195122, 0.12195121951219512, 0.07317073170731707, 0.21951219512195122]",15,63,193.85000000000002,47000
Z1547_Z0541_Z0542_Z1394_Z1396_Z1812,351,"['Z1547', 'Z0541', 'Z0542', 'Z1394', 'Z1396', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",970.9088015172,160,"[0.19375, 0.1875, 0.1875, 0.15625, 0.075, 0.2]",45,"[0.17777777777777778, 0.17777777777777778, 0.17777777777777778, 0.2, 0.06666666666666667, 0.2]",14,75,211.52100000000002,49400
Z1547_Z0541_Z1037_Z1046_Z1053_Z1394,351,"['Z1547', 'Z0541', 'Z1037', 'Z1046', 'Z1053', 'Z1394']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",957.8163957295001,157,"[0.19745222929936307, 0.1910828025477707, 0.2356687898089172, 0.10828025477707007, 0.10828025477707007, 0.1592356687898089]",51,"[0.1568627450980392, 0.1568627450980392, 0.3137254901960784, 0.09803921568627451, 0.09803921568627451, 0.17647058823529413]",13,89,229.72000000000003,48500
Z1547_Z0541_Z1037_Z1046_Z1053_Z1396,351,"['Z1547', 'Z0541', 'Z1037', 'Z1046', 'Z1053', 'Z1396']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",877.0900811096001,144,"[0.2152777777777778, 0.20833333333333334, 0.2569444444444444, 0.11805555555555555, 0.11805555555555555, 0.08333333333333333]",45,"[0.17777777777777778, 0.17777777777777778, 0.35555555555555557, 0.1111111111111111, 0.1111111111111111, 0.06666666666666667]",13,75,204.80200000000002,44600
Z1547_Z0541_Z1037_Z1046_Z1053_Z1812,351,"['Z1547', 'Z0541', 'Z1037', 'Z1046', 'Z1053', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",998.00186066,164,"[0.18902439024390244, 0.18292682926829268, 0.22560975609756098, 0.10365853658536585, 0.10365853658536585, 0.1951219512195122]",51,"[0.1568627450980392, 0.1568627450980392, 0.3137254901960784, 0.09803921568627451, 0.09803921568627451, 0.17647058823529413]",15,85,230.12600000000003,50600
Z1547_Z0541_Z1037_Z1046_Z1394_Z1396,351,"['Z1547', 'Z0541', 'Z1037', 'Z1046', 'Z1394', 'Z1396']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",923.2353854885,152,"[0.20394736842105263, 0.19736842105263158, 0.24342105263157895, 0.1118421052631579, 0.16447368421052633, 0.07894736842105263]",49,"[0.16326530612244897, 0.16326530612244897, 0.32653061224489793, 0.10204081632653061, 0.1836734693877551, 0.061224489795918366]",12,87,222.473,47000
Z1547_Z0541_Z1037_Z1046_Z1394_Z1812,351,"['Z1547', 'Z0541', 'Z1037', 'Z1046', 'Z1394', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1044.1471650388999,172,"[0.18023255813953487, 0.1744186046511628, 0.21511627906976744, 0.09883720930232558, 0.14534883720930233, 0.18604651162790697]",55,"[0.14545454545454545, 0.14545454545454545, 0.2909090909090909, 0.09090909090909091, 0.16363636363636364, 0.16363636363636364]",14,97,247.79700000000003,53000
Z1547_Z0541_Z1037_Z1046_Z1396_Z1812,351,"['Z1547', 'Z0541', 'Z1037', 'Z1046', 'Z1396', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",963.420850419,159,"[0.1949685534591195, 0.18867924528301888, 0.23270440251572327, 0.1069182389937107, 0.07547169811320754, 0.20125786163522014]",49,"[0.16326530612244897, 0.16326530612244897, 0.32653061224489793, 0.10204081632653061, 0.061224489795918366, 0.1836734693877551]",14,83,222.87900000000002,49100
Z1547_Z0541_Z1037_Z1053_Z1394_Z1396,351,"['Z1547', 'Z0541', 'Z1037', 'Z1053', 'Z1394', 'Z1396']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",926.6977608553,152,"[0.20394736842105263, 0.19736842105263158, 0.24342105263157895, 0.1118421052631579, 0.16447368421052633, 0.07894736842105263]",49,"[0.16326530612244897, 0.16326530612244897, 0.32653061224489793, 0.10204081632653061, 0.1836734693877551, 0.061224489795918366]",12,87,222.35600000000002,47000
Z1547_Z0541_Z1037_Z1053_Z1394_Z1812,351,"['Z1547', 'Z0541', 'Z1037', 'Z1053', 'Z1394', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1047.6095404057,172,"[0.18023255813953487, 0.1744186046511628, 0.21511627906976744, 0.09883720930232558, 0.14534883720930233, 0.18604651162790697]",55,"[0.14545454545454545, 0.14545454545454545, 0.2909090909090909, 0.09090909090909091, 0.16363636363636364, 0.16363636363636364]",14,97,247.68000000000004,53000
Z1547_Z0541_Z1037_Z1053_Z1396_Z1812,351,"['Z1547', 'Z0541', 'Z1037', 'Z1053', 'Z1396', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",966.8832257857999,159,"[0.1949685534591195, 0.18867924528301888, 0.23270440251572327, 0.1069182389937107, 0.07547169811320754, 0.20125786163522014]",49,"[0.16326530612244897, 0.16326530612244897, 0.32653061224489793, 0.10204081632653061, 0.061224489795918366, 0.1836734693877551]",14,83,222.76200000000003,49100
Z1547_Z0541_Z1037_Z1394_Z1396_Z1812,351,"['Z1547', 'Z0541', 'Z1037', 'Z1394', 'Z1396', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1013.0285301647001,167,"[0.18562874251497005, 0.17964071856287425, 0.2215568862275449, 0.1497005988023952, 0.0718562874251497, 0.19161676646706588]",53,"[0.1509433962264151, 0.1509433962264151, 0.3018867924528302, 0.16981132075471697, 0.05660377358490566, 0.16981132075471697]",13,95,240.43300000000002,51500
Z1547_Z0541_Z1046_Z1053_Z1394_Z1396,351,"['Z1547', 'Z0541', 'Z1046', 'Z1053', 'Z1394', 'Z1396']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",805.1210309185001,132,"[0.23484848484848486, 0.22727272727272727, 0.12878787878787878, 0.12878787878787878, 0.1893939393939394, 0.09090909090909091]",38,"[0.21052631578947367, 0.21052631578947367, 0.13157894736842105, 0.13157894736842105, 0.23684210526315788, 0.07894736842105263]",12,62,177.635,41000
Z1547_Z0541_Z1046_Z1053_Z1394_Z1812,351,"['Z1547', 'Z0541', 'Z1046', 'Z1053', 'Z1394', 'Z1812']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential', 'Residential']",926.0328104689,152,"[0.20394736842105263, 0.19736842105263158, 0.1118421052631579, 0.1118421052631579, 0.16447368421052633, 0.21052631578947367]",44,"[0.18181818181818182, 0.18181818181818182, 0.11363636363636363, 0.11363636363636363, 0.20454545454545456, 0.20454545454545456]",14,72,202.959,47000
